accident_key,incident_id,incident_date,day_of_week,month,year,quarter,driver_age,driver_gender,road_conditions,weather_conditions,track,vehicle_type,vehicle_make,vehicle_model,accident_severity,number_of_vehicles,number_of_fatalities,is_weekend,season,age_group
1832,1832,10/06/2023,,,,,57.0,Other,Muddy,Sunny,Ruta-Centro,Car,Mercedes,Model E,CRITICAL,3,1,False,,Senior
1833,1833,18/08/2022,,,,,33.0,Other,WET,Fog,Autopista-2,Pickup,Mercedes,Model G,Serious,7,1,False,,Adult
1834,1834,02-19-2021,,,,,61.0,Female,Dry,snow,Viaducto-Oriental,Motorcycle,Audi,Model H,serious,4,3,False,,Senior
1835,1835,03/01/2022,,,,,34.0,Other,muddy,Rain,Highway-85,Motorcycle,Honda,Model F,Minor,1,1,False,,Adult
1836,1836,11/15/2022,,,,,26.0,Other,icy,Clear,Route-1,Truck,Hyundai,Model F,CRITICAL,8,0,False,,Adult
1837,1837,2024-08-04,Sunday,8.0,2024.0,3.0,,Other,Muddy,Cloudy,Ring-Road,Bus,Chevrolet,Model G,serious,5,1,True,Summer,
1838,1838,31/07/2022,,,,,59.0,Other,Wet,fog,Ruta-Litoral,Car,Nissan,Model C,Serious,7,4,False,,Senior
1839,1839,07/09/2022,,,,,58.0,Female,DRY,Snow,Highway-85,Pickup,Audi,Model D,Minor,7,11,False,,Senior
1840,1840,2021-01-13,Wednesday,1.0,2021.0,1.0,78.0,Other,Wet,Storm,Carretera-45,Motorcycle,Honda,Model A,Serious,3,5,False,Winter,Elderly
1841,1841,11/14/2022,,,,,60.0,Other,Wet,windy,Autopista-2,Truck,Audi,Model H,MINOR,8,2,False,,Senior
1842,1842,01/03/2021,,,,,59.0,Female,ICY,fog,Ruta-Del-Sol,Sedan,Hyundai,Model G,SERIOUS,2,3,False,,Senior
1843,1843,11/24/2022,,,,,47.0,Other,DRY,Storm,Route-3,Pickup,Audi,Model G,minor,2,5,False,,Middle-aged
1844,1844,03/14/2021,,,,,49.0,Female,dry,clear,Route-1,Pickup,Hyundai,Model G,Minor,3,1,False,,Middle-aged
1845,1845,01-05-2024,,,,,20.0,Female,ICY,Storm,Ruta-Litoral,Motorcycle,BMW,Model G,Serious,6,3,False,,Young
1846,1846,25/04/2021,,,,,67.0,Male,icy,snow,Ring-Road,Sedan,Hyundai,Model E,serious,2,5,False,,Elderly
1847,1847,10/20/2024,,,,,28.0,Other,icy,snow,Ruta-Del-Sol,Sedan,Nissan,Model B,CRITICAL,4,2,False,,Adult
1848,1848,11-04-2024,,,,,52.0,Female,ICY,Fog,Bypass-Norte,SUV,Nissan,Model B,Serious,1,0,False,,Senior
1849,1849,16/05/2021,,,,,,Male,ICY,snow,Highway-57,Truck,Hyundai,Model B,Serious,7,2,False,,
1850,1850,05/03/2021,,,,,53.0,Other,Wet,clear,Ruta-Centro,Motorcycle,Toyota,Model G,MINOR,7,1,False,,Senior
1851,1851,12/31/2023,,,,,25.0,Female,Muddy,Snow,Highway-85,Sedan,Mercedes,Model C,Minor,4,4,False,,Young
1852,1852,2024-05-03,Friday,5.0,2024.0,2.0,18.0,Other,icy,Snow,Autopista-2,Motorcycle,Chevrolet,Model C,serious,8,1,False,Spring,Young
1853,1853,24/09/2022,,,,,79.0,Other,Muddy,Sunny,Route-3,Pickup,Toyota,Model B,Serious,2,5,False,,Elderly
1854,1854,06/03/2021,,,,,58.0,Male,WET,Fog,Ruta-Centro,Truck,Honda,Model E,Minor,7,3,False,,Senior
1855,1855,05/02/2022,,,,,43.0,Other,WET,Sunny,Ring-Road,SUV,Mercedes,Model A,Minor,5,2,False,,Middle-aged
1856,1856,12/12/2023,,,,,33.0,Other,Icy,Cloudy,Corredor-Industrial,Sedan,Ford,Model H,serious,8,2,False,,Adult
1857,1857,03/18/2021,,,,,42.0,Female,Wet,cloudy,Ruta-Centro,SUV,Honda,Model E,Critical,1,1,False,,Middle-aged
1858,1858,02/21/2021,,,,,49.0,Other,DRY,windy,Ruta-Centro,Pickup,Mercedes,Model D,Minor,1,2,False,,Middle-aged
1859,1859,11/28/2022,,,,,19.0,Male,ICY,storm,Route-3,Car,BMW,Model H,Critical,7,5,False,,Young
1860,1860,2022-11-02,Wednesday,11.0,2022.0,4.0,55.0,Female,ICY,cloudy,Ruta-Centro,Bus,BMW,Model G,CRITICAL,3,4,False,Fall,Senior
1861,1861,07-21-2021,,,,,,Female,Dry,Clear,Circuito-Interior,Motorcycle,Ford,Model G,CRITICAL,8,20,False,,
1862,1862,2021-09-29,Wednesday,9.0,2021.0,3.0,28.0,Other,Dry,windy,Ring-Road,Pickup,Ford,Model F,MINOR,7,5,False,Fall,Adult
1863,1863,03/16/2021,,,,,36.0,Female,icy,storm,Bypass-Norte,Van,Mercedes,Model H,MINOR,3,4,False,,Middle-aged
1864,1864,09/01/2021,,,,,38.0,Other,dry,Cloudy,Autopista-2,SUV,Mercedes,Model G,Serious,7,5,False,,Middle-aged
1865,1865,02/05/2024,,,,,31.0,Male,WET,Fog,MX-40,Pickup,Toyota,Model G,MINOR,5,4,False,,Adult
1866,1866,2021-04-05,Monday,4.0,2021.0,2.0,43.0,Female,ICY,windy,Autopista-2,Sedan,BMW,Model H,CRITICAL,8,5,False,Spring,Middle-aged
1867,1867,11/09/2024,,,,,38.0,Other,Muddy,snow,Autopista-2,Bus,Ford,Model F,Minor,6,3,False,,Middle-aged
1868,1868,02/10/2022,,,,,20.0,Female,dry,Fog,Ruta-Litoral,Car,Volkswagen,Model H,Serious,1,4,False,,Young
1869,1869,2022-02-15,Tuesday,2.0,2022.0,1.0,,Male,Wet,Fog,Autopista-1,Pickup,Mercedes,Model C,Minor,7,1,False,Winter,
1870,1870,07-21-2022,,,,,65.0,Female,ICY,Cloudy,Route-1,Car,Audi,Model C,minor,5,3,False,,Senior
1871,1871,2022-07-13,Wednesday,7.0,2022.0,3.0,,Other,DRY,Clear,Ruta-Centro,Pickup,BMW,Model B,serious,3,2,False,Summer,
1872,1872,2022-07-15,Friday,7.0,2022.0,3.0,21.0,Male,Muddy,Snow,MX-40,Pickup,Ford,Model G,Critical,3,5,False,Summer,Young
1873,1873,29/06/2024,,,,,68.0,Male,Icy,Windy,Highway-85,Van,Toyota,Model E,Serious,1,1,False,,Elderly
1874,1874,17/01/2024,,,,,,Other,ICY,windy,Route-3,SUV,Audi,Model G,minor,4,3,False,,
1875,1875,10/17/2021,,,,,54.0,Other,Muddy,Fog,Route-1,Motorcycle,Ford,Model C,serious,7,1,False,,Senior
1876,1876,2021-12-17,Friday,12.0,2021.0,4.0,23.0,Other,WET,Cloudy,MX-85,Pickup,Audi,Model D,CRITICAL,8,3,False,Winter,Young
1877,1877,06/09/2024,,,,,34.0,Other,Icy,Clear,Corredor-Industrial,Car,BMW,Model D,critical,2,0,False,,Adult
1878,1878,03/01/2021,,,,,35.0,Female,ICY,snow,MX-40,Sedan,Honda,Model D,serious,3,4,False,,Adult
1879,1879,2021-04-21,Wednesday,4.0,2021.0,2.0,,Male,wet,fog,Route-1,Truck,Audi,Model E,CRITICAL,8,5,False,Spring,
1880,1880,2023-03-14,Tuesday,3.0,2023.0,1.0,48.0,Male,icy,windy,Bypass-Norte,Bus,BMW,Model E,serious,8,1,False,Spring,Middle-aged
1881,1881,05-05-2024,,,,,,Female,wet,Cloudy,Highway-57,SUV,Nissan,Model A,Critical,6,1,False,,
1882,1882,03/07/2023,,,,,28.0,Female,Dry,Fog,Route-2,Van,Hyundai,Model H,Minor,8,2,False,,Adult
1883,1883,02/10/2022,,,,,81.0,Other,muddy,fog,Route-1,Sedan,Audi,Model A,minor,8,3,False,,Elderly
1884,1884,12/08/2023,,,,,71.0,Other,Wet,cloudy,MX-85,Motorcycle,Hyundai,Model D,critical,6,1,False,,Elderly
1885,1885,12-01-2024,,,,,37.0,Female,ICY,Clear,Route-3,Bus,BMW,Model G,minor,3,2,False,,Middle-aged
1886,1886,12-25-2024,,,,,44.0,Female,Icy,Storm,Bypass-Norte,Bus,Honda,Model F,Serious,8,0,False,,Middle-aged
1887,1887,10-22-2021,,,,,51.0,Male,Icy,Rain,Route-1,Bus,Toyota,Model A,MINOR,4,0,False,,Senior
1888,1888,2023-03-14,Tuesday,3.0,2023.0,1.0,,Female,WET,Windy,Route-3,Car,Ford,Model B,Minor,4,2,False,Spring,
1889,1889,09/24/2024,,,,,,Male,Icy,sunny,Carretera-45,Car,Mercedes,Model F,SERIOUS,5,3,False,,
1890,1890,2023-09-26,Tuesday,9.0,2023.0,3.0,148.0,Female,Dry,snow,Autopista-2,Sedan,Hyundai,Model D,Serious,6,4,False,Fall,
1891,1891,2023-09-01,Friday,9.0,2023.0,3.0,149.0,Female,Dry,Storm,MX-40,Bus,BMW,Model E,SERIOUS,5,2,False,Fall,
1892,1892,08/09/2023,,,,,35.0,Male,Icy,Sunny,Ring-Road,Motorcycle,Mercedes,Model D,Serious,6,5,False,,Adult
1893,1893,15/12/2022,,,,,68.0,Other,ICY,Clear,MX-40,Pickup,Volkswagen,Model E,minor,7,1,False,,Elderly
1894,1894,07/30/2021,,,,,,Female,dry,clear,Route-3,SUV,Toyota,Model E,CRITICAL,7,5,False,,
1895,1895,02/13/2024,,,,,71.0,Male,Muddy,clear,Ring-Road,Truck,Mercedes,Model H,MINOR,8,5,False,,Elderly
1896,1896,01/04/2023,,,,,195.0,Other,wet,storm,Bypass-Norte,Van,Hyundai,Model B,Minor,2,2,False,,
1897,1897,05/15/2022,,,,,,Other,ICY,fog,Autopista-2,Bus,Audi,Model H,Serious,7,0,False,,
1898,1898,2022-11-29,Tuesday,11.0,2022.0,4.0,,Other,Icy,cloudy,Ruta-Litoral,Sedan,Honda,Model B,critical,2,4,False,Fall,
1899,1899,11/22/2024,,,,,28.0,Male,muddy,storm,Periferico-Sur,SUV,Honda,Model B,SERIOUS,7,2,False,,Adult
1900,1900,02/12/2022,,,,,39.0,Male,dry,Windy,Route-1,Truck,Ford,Model H,Serious,1,1,False,,Middle-aged
1901,1901,09-19-2024,,,,,18.0,Female,Icy,Windy,Circuito-Interior,SUV,Volkswagen,Model G,Serious,7,4,False,,Young
1902,1902,2023-09-24,Sunday,9.0,2023.0,3.0,54.0,Other,muddy,Clear,Highway-85,Pickup,Chevrolet,Model B,SERIOUS,5,0,True,Fall,Senior
1903,1903,05-05-2024,,,,,67.0,Female,Icy,Rain,Ruta-Litoral,Van,Toyota,Model D,Serious,3,4,False,,Elderly
1904,1904,27/12/2021,,,,,,Other,Dry,fog,Autopista-2,SUV,Audi,Model D,minor,8,0,False,,
1905,1905,2024-05-10,Friday,5.0,2024.0,2.0,,Male,wet,Snow,Autopista-1,Bus,Chevrolet,Model C,Critical,5,5,False,Spring,
1906,1906,06/05/2024,,,,,59.0,Other,Wet,Windy,MX-40,Pickup,Audi,Model A,Serious,3,2,False,,Senior
1907,1907,10/10/2023,,,,,54.0,Other,wet,Cloudy,Ruta-Litoral,Truck,Chevrolet,Model G,serious,4,2,False,,Senior
1908,1908,03-22-2022,,,,,83.0,Male,wet,Sunny,Ruta-Del-Sol,Pickup,Volkswagen,Model B,Minor,5,1,False,,Elderly
1909,1909,07-26-2024,,,,,32.0,Other,WET,Windy,MX-85,Truck,Mercedes,Model D,Critical,4,2,False,,Adult
1910,1910,17/07/2023,,,,,,Other,wet,rain,Ruta-Centro,Motorcycle,Hyundai,Model F,serious,2,2,False,,
1911,1911,29/03/2024,,,,,44.0,Male,muddy,Rain,Ring-Road,Bus,Mercedes,Model G,SERIOUS,2,0,False,,Middle-aged
1912,1912,10-11-2022,,,,,,Male,dry,Windy,Viaducto-Oriental,Pickup,Volkswagen,Model E,Minor,1,3,False,,
1913,1913,06-10-2023,,,,,45.0,Female,Icy,Cloudy,Viaducto-Oriental,Car,Audi,Model A,Critical,7,5,False,,Middle-aged
1914,1914,2024-04-08,Monday,4.0,2024.0,2.0,64.0,Other,ICY,fog,Periferico-Sur,Sedan,Honda,Model B,CRITICAL,5,2,False,Spring,Senior
1915,1915,12/11/2023,,,,,47.0,Other,Wet,Storm,Circuito-Interior,Van,Mercedes,Model C,CRITICAL,4,0,False,,Middle-aged
1916,1916,2022-08-26,Friday,8.0,2022.0,3.0,50.0,Other,Wet,cloudy,Route-1,Van,Hyundai,Model H,Serious,3,3,False,Summer,Middle-aged
1917,1917,30/01/2024,,,,,,Female,DRY,windy,Ruta-Litoral,Truck,Mercedes,Model B,serious,2,1,False,,
1918,1918,21/02/2024,,,,,,Female,icy,snow,MX-40,SUV,Toyota,Model H,Serious,7,4,False,,
1919,1919,01/08/2022,,,,,,Male,Muddy,windy,MX-85,Motorcycle,Audi,Model A,Serious,2,1,False,,
1920,1920,12-09-2024,,,,,44.0,Female,Muddy,Rain,Circuito-Interior,Bus,Nissan,Model C,Critical,3,3,False,,Middle-aged
1921,1921,04-12-2023,,,,,59.0,Other,dry,rain,Ruta-Centro,Car,Hyundai,Model C,CRITICAL,7,3,False,,Senior
1922,1922,2023-08-31,Thursday,8.0,2023.0,3.0,39.0,Other,Dry,Cloudy,MX-40,Motorcycle,Nissan,Model A,SERIOUS,7,3,False,Summer,Middle-aged
1923,1923,02-12-2024,,,,,54.0,Other,muddy,windy,Highway-57,Car,Toyota,Model H,serious,4,0,False,,Senior
1924,1924,11/12/2021,,,,,49.0,Other,Icy,Fog,Bypass-Norte,Sedan,Mercedes,Model C,critical,4,4,False,,Middle-aged
1925,1925,2021-01-24,Sunday,1.0,2021.0,1.0,,Female,muddy,clear,Periferico-Sur,Sedan,Hyundai,Model C,Critical,5,5,True,Winter,
1926,1926,2021-02-02,Tuesday,2.0,2021.0,1.0,,Female,Dry,snow,Ruta-Centro,SUV,Hyundai,Model C,SERIOUS,5,2,False,Winter,
1927,1927,09/24/2023,,,,,,Other,Icy,Sunny,Bypass-Norte,Van,BMW,Model G,Serious,6,0,False,,
1928,1928,09/10/2021,,,,,,Female,Dry,sunny,Carretera-45,Motorcycle,Chevrolet,Model F,minor,8,0,False,,
1929,1929,07-23-2023,,,,,,Other,muddy,Windy,MX-40,Sedan,Volkswagen,Model H,MINOR,6,2,False,,
1930,1930,2024-06-30,Sunday,6.0,2024.0,2.0,,Other,dry,clear,MX-40,Bus,Volkswagen,Model C,SERIOUS,1,2,True,Summer,
1931,1931,11/10/2023,,,,,176.0,Female,Dry,Snow,Route-3,Motorcycle,Audi,Model C,CRITICAL,2,5,False,,
1932,1932,2022-04-08,Friday,4.0,2022.0,2.0,38.0,Other,wet,clear,Ring-Road,Sedan,Chevrolet,Model C,critical,5,2,False,Spring,Middle-aged
1933,1933,2024-05-23,Thursday,5.0,2024.0,2.0,,Female,Icy,Fog,Ruta-Centro,Car,Toyota,Model C,SERIOUS,4,3,False,Spring,
1934,1934,18/10/2023,,,,,72.0,Other,dry,Windy,Highway-85,Bus,Mercedes,Model A,MINOR,3,3,False,,Elderly
1935,1935,10/25/2023,,,,,53.0,Male,Icy,sunny,Autopista-2,Motorcycle,Volkswagen,Model A,serious,4,2,False,,Senior
1936,1936,03-10-2021,,,,,124.0,Female,Icy,Storm,Corredor-Industrial,SUV,Nissan,Model A,MINOR,2,1,False,,
1937,1937,08/20/2021,,,,,51.0,Female,WET,Rain,MX-85,Van,Volkswagen,Model D,minor,6,3,False,,Senior
1938,1938,12-15-2023,,,,,44.0,Female,WET,sunny,Route-1,Pickup,Nissan,Model A,Serious,4,11,False,,Middle-aged
1939,1939,08/11/2023,,,,,,Female,icy,sunny,Autopista-2,Motorcycle,Toyota,Model G,minor,8,4,False,,
1940,1940,05-18-2022,,,,,21.0,Male,Icy,Fog,Highway-85,Bus,Toyota,Model A,CRITICAL,1,0,False,,Young
1941,1941,06/09/2021,,,,,40.0,Other,Wet,cloudy,Circuito-Interior,Van,Nissan,Model D,Serious,2,2,False,,Middle-aged
1942,1942,2024-06-09,Sunday,6.0,2024.0,2.0,,Male,dry,Storm,Ring-Road,Truck,Ford,Model C,Minor,6,3,True,Summer,
1943,1943,05/12/2022,,,,,,Female,icy,Storm,Ruta-Litoral,Pickup,BMW,Model D,SERIOUS,8,0,False,,
1944,1944,07-19-2023,,,,,,Male,dry,Clear,Ruta-Litoral,Pickup,Toyota,Model H,serious,3,4,False,,
1945,1945,05/13/2023,,,,,52.0,Female,Dry,Windy,Autopista-2,Sedan,Nissan,Model E,Serious,6,4,False,,Senior
1946,1946,2021-12-10,Friday,12.0,2021.0,4.0,79.0,Female,Icy,sunny,Bypass-Norte,Bus,Chevrolet,Model C,MINOR,7,4,False,Winter,Elderly
1947,1947,05/08/2024,,,,,,Male,ICY,clear,Autopista-2,Van,Mercedes,Model G,Serious,8,4,False,,
1948,1948,05/06/2021,,,,,68.0,Male,Wet,Rain,MX-40,Van,Chevrolet,Model G,serious,8,2,False,,Elderly
1949,1949,09/06/2024,,,,,183.0,Other,DRY,Windy,Circuito-Interior,Motorcycle,Toyota,Model G,Critical,1,3,False,,
1950,1950,11/08/2022,,,,,40.0,Female,icy,storm,MX-40,Van,Audi,Model A,minor,2,3,False,,Middle-aged
1951,1951,07/06/2021,,,,,23.0,Male,Dry,storm,Ruta-Centro,Van,Honda,Model C,Critical,3,4,False,,Young
1952,1952,29/09/2021,,,,,53.0,Male,DRY,cloudy,Ruta-Centro,Motorcycle,Nissan,Model E,Serious,1,3,False,,Senior
1953,1953,2022-06-11,Saturday,6.0,2022.0,2.0,43.0,Female,wet,Clear,Highway-85,Van,Ford,Model E,critical,6,3,True,Summer,Middle-aged
1954,1954,08-17-2021,,,,,154.0,Male,DRY,Sunny,Ruta-Litoral,Sedan,Toyota,Model H,serious,1,5,False,,
1955,1955,09/11/2024,,,,,75.0,Female,dry,Windy,Route-1,Motorcycle,Volkswagen,Model C,Minor,8,4,False,,Elderly
1956,1956,2024-12-06,Friday,12.0,2024.0,4.0,23.0,Female,Dry,Storm,Circuito-Interior,Truck,Nissan,Model A,Serious,2,2,False,Winter,Young
1957,1957,01/06/2022,,,,,73.0,Female,muddy,rain,Ruta-Litoral,Motorcycle,BMW,Model A,minor,5,4,False,,Elderly
1958,1958,06-22-2021,,,,,47.0,Other,Dry,Clear,Ruta-Centro,Pickup,Ford,Model G,Serious,1,2,False,,Middle-aged
1959,1959,13/10/2023,,,,,54.0,Female,icy,windy,Bypass-Norte,Sedan,Ford,Model H,critical,7,5,False,,Senior
1960,1960,2023-02-24,Friday,2.0,2023.0,1.0,76.0,Female,Muddy,Snow,Ruta-Litoral,Pickup,Honda,Model E,minor,1,2,False,Winter,Elderly
1961,1961,21/06/2023,,,,,65.0,Male,dry,rain,Ring-Road,Pickup,Toyota,Model D,critical,6,4,False,,Senior
1962,1962,29/03/2024,,,,,36.0,Other,WET,Fog,Ring-Road,Bus,Mercedes,Model H,Minor,6,1,False,,Middle-aged
1963,1963,08/08/2024,,,,,70.0,Female,WET,rain,Carretera-45,Motorcycle,Chevrolet,Model D,MINOR,3,1,False,,Elderly
1964,1964,09/08/2023,,,,,,Male,WET,Storm,Route-1,Truck,Toyota,Model G,MINOR,6,0,False,,
1965,1965,2023-12-27,Wednesday,12.0,2023.0,4.0,62.0,Male,icy,windy,Ruta-Del-Sol,Car,Hyundai,Model G,Critical,4,1,False,Winter,Senior
1966,1966,10/31/2024,,,,,81.0,Male,DRY,storm,Highway-57,Pickup,Hyundai,Model H,MINOR,2,1,False,,Elderly
1967,1967,2023-06-10,Saturday,6.0,2023.0,2.0,73.0,Male,Muddy,Clear,Autopista-1,Sedan,Nissan,Model C,Serious,2,5,True,Summer,Elderly
1968,1968,09/07/2023,,,,,,Male,Wet,fog,Autopista-1,Car,Volkswagen,Model G,MINOR,5,4,False,,
1969,1969,22/12/2023,,,,,63.0,Male,Muddy,Clear,Ruta-Litoral,Truck,Nissan,Model C,CRITICAL,5,5,False,,Senior
1970,1970,12/25/2023,,,,,39.0,Male,ICY,rain,Highway-57,Van,Ford,Model F,serious,2,2,False,,Middle-aged
1971,1971,28/08/2024,,,,,36.0,Male,dry,storm,Highway-85,Truck,Audi,Model G,critical,7,5,False,,Middle-aged
1972,1972,01/07/2022,,,,,38.0,Male,Icy,windy,Route-2,Sedan,Chevrolet,Model F,critical,5,1,False,,Middle-aged
1973,1973,04-11-2024,,,,,44.0,Other,Wet,Rain,Ruta-Del-Sol,Van,Ford,Model D,Critical,3,2,False,,Middle-aged
1974,1974,08/10/2024,,,,,71.0,Female,muddy,storm,MX-40,SUV,BMW,Model F,critical,6,17,False,,Elderly
1975,1975,11/23/2022,,,,,23.0,Female,Dry,Sunny,MX-85,Truck,Chevrolet,Model F,Critical,2,5,False,,Young
1976,1976,01/22/2021,,,,,50.0,Male,muddy,cloudy,Carretera-45,Sedan,Audi,Model F,SERIOUS,8,4,False,,Middle-aged
1977,1977,07/20/2021,,,,,39.0,Female,Icy,Storm,MX-40,Pickup,Volkswagen,Model E,serious,5,3,False,,Middle-aged
1978,1978,04/08/2022,,,,,60.0,Other,Muddy,snow,Highway-85,Sedan,BMW,Model G,Serious,2,4,False,,Senior
1979,1979,2024-06-22,Saturday,6.0,2024.0,2.0,65.0,Female,Wet,sunny,Viaducto-Oriental,Car,Ford,Model H,Minor,4,4,True,Summer,Senior
1980,1980,05-01-2024,,,,,68.0,Male,DRY,Rain,Ruta-Del-Sol,Car,Ford,Model F,Critical,1,4,False,,Elderly
1981,1981,2024-07-30,Tuesday,7.0,2024.0,3.0,,Other,muddy,Fog,Route-2,Motorcycle,Audi,Model C,critical,6,5,False,Summer,
1982,1982,2021-09-03,Friday,9.0,2021.0,3.0,31.0,Female,muddy,fog,MX-85,Van,Chevrolet,Model A,serious,2,2,False,Fall,Adult
1983,1983,2024-05-23,Thursday,5.0,2024.0,2.0,,Female,Wet,snow,Ruta-Centro,Truck,Mercedes,Model A,SERIOUS,1,1,False,Spring,
1984,1984,09-06-2024,,,,,42.0,Female,WET,cloudy,Highway-57,Truck,Mercedes,Model H,Serious,5,0,False,,Middle-aged
1985,1985,01/14/2022,,,,,82.0,Male,wet,Sunny,Circuito-Interior,Bus,Honda,Model B,SERIOUS,1,3,False,,Elderly
1986,1986,15/08/2023,,,,,27.0,Other,DRY,fog,Route-2,Bus,BMW,Model H,CRITICAL,6,0,False,,Adult
1987,1987,18/07/2023,,,,,69.0,Female,Muddy,Sunny,Highway-85,Van,Honda,Model G,serious,2,3,False,,Elderly
1988,1988,05-25-2023,,,,,30.0,Male,Dry,Clear,Autopista-2,Bus,Honda,Model C,CRITICAL,4,5,False,,Adult
1989,1989,2022-06-12,Sunday,6.0,2022.0,2.0,20.0,Other,Icy,windy,Viaducto-Oriental,Truck,Audi,Model F,CRITICAL,7,2,True,Summer,Young
1990,1990,01/06/2021,,,,,,Female,Muddy,rain,Highway-57,Pickup,Chevrolet,Model G,critical,5,4,False,,
1991,1991,07/03/2023,,,,,,Other,ICY,storm,Autopista-2,Bus,Chevrolet,Model G,MINOR,2,3,False,,
1992,1992,2022-06-27,Monday,6.0,2022.0,2.0,,Other,dry,Snow,Viaducto-Oriental,Motorcycle,Toyota,Model A,MINOR,6,0,False,Summer,
1993,1993,05/23/2021,,,,,50.0,Female,Wet,Fog,Route-3,Motorcycle,Nissan,Model D,serious,5,2,False,,Middle-aged
1994,1994,01/01/2022,,,,,63.0,Other,Dry,Windy,MX-40,Bus,Hyundai,Model G,CRITICAL,3,2,False,,Senior
1995,1995,13/01/2024,,,,,196.0,Male,wet,storm,MX-85,Motorcycle,Hyundai,Model H,minor,1,2,False,,
1996,1996,2024-08-10,Saturday,8.0,2024.0,3.0,44.0,Male,dry,cloudy,Viaducto-Oriental,Car,Volkswagen,Model B,Minor,7,1,True,Summer,Middle-aged
1997,1997,24/06/2023,,,,,79.0,Female,ICY,Sunny,MX-85,Motorcycle,Toyota,Model A,Minor,6,1,False,,Elderly
1998,1998,2021-05-30,Sunday,5.0,2021.0,2.0,80.0,Other,wet,Fog,Corredor-Industrial,SUV,Honda,Model G,critical,3,0,True,Spring,Elderly
1999,1999,29/05/2022,,,,,62.0,Other,Wet,rain,Ring-Road,Bus,Toyota,Model A,Serious,8,5,False,,Senior
2000,2000,2023-10-17,Tuesday,10.0,2023.0,4.0,,Male,Muddy,Fog,MX-40,Motorcycle,Chevrolet,Model A,critical,2,1,False,Fall,
2001,2001,2024-08-04,Sunday,8.0,2024.0,3.0,67.0,Female,DRY,storm,Autopista-1,Bus,BMW,Model C,MINOR,4,1,True,Summer,Elderly
2002,2002,19/03/2021,,,,,72.0,Male,DRY,Windy,Circuito-Interior,Car,Toyota,Model D,SERIOUS,5,11,False,,Elderly
2003,2003,04/12/2024,,,,,62.0,Male,Icy,Rain,Circuito-Interior,Bus,Audi,Model A,critical,1,4,False,,Senior
2004,2004,01/08/2021,,,,,21.0,Male,Icy,windy,Autopista-1,SUV,Hyundai,Model D,MINOR,5,2,False,,Young
2005,2005,06-13-2023,,,,,29.0,Other,Muddy,Windy,Viaducto-Oriental,Car,Ford,Model F,minor,7,1,False,,Adult
2006,2006,24/05/2021,,,,,28.0,Female,Wet,windy,Corredor-Industrial,Sedan,Audi,Model F,critical,2,3,False,,Adult
2007,2007,11/12/2024,,,,,,Other,dry,Fog,Autopista-2,Pickup,BMW,Model C,critical,5,3,False,,
2008,2008,06/01/2023,,,,,30.0,Female,Wet,fog,Circuito-Interior,Pickup,Ford,Model B,CRITICAL,1,0,False,,Adult
2009,2009,04/24/2021,,,,,48.0,Female,DRY,cloudy,Ruta-Del-Sol,Pickup,Toyota,Model E,serious,2,0,False,,Middle-aged
2010,2010,31/12/2023,,,,,59.0,Female,WET,sunny,MX-85,Van,Honda,Model G,Critical,5,5,False,,Senior
2011,2011,31/07/2023,,,,,75.0,Female,Dry,storm,Route-2,Motorcycle,Nissan,Model D,Critical,4,0,False,,Elderly
2012,2012,2022-02-20,Sunday,2.0,2022.0,1.0,,Female,ICY,Snow,Autopista-1,SUV,Hyundai,Model A,SERIOUS,6,1,True,Winter,
2013,2013,03/22/2021,,,,,136.0,Male,Dry,Sunny,Periferico-Sur,Bus,Chevrolet,Model F,Serious,2,0,False,,
2014,2014,03/10/2023,,,,,21.0,Male,icy,snow,MX-40,Bus,Volkswagen,Model B,SERIOUS,6,4,False,,Young
2015,2015,23/06/2021,,,,,82.0,Male,DRY,cloudy,Highway-85,Pickup,Audi,Model F,Critical,8,1,False,,Elderly
2016,2016,2022-01-24,Monday,1.0,2022.0,1.0,,Other,ICY,Clear,Ruta-Centro,Motorcycle,Toyota,Model H,MINOR,2,13,False,Winter,
2017,2017,2022-01-31,Monday,1.0,2022.0,1.0,24.0,Other,icy,sunny,Highway-57,Pickup,Audi,Model A,MINOR,4,5,False,Winter,Young
2018,2018,2024-04-29,Monday,4.0,2024.0,2.0,84.0,Other,DRY,windy,Route-1,Truck,Hyundai,Model D,Critical,6,2,False,Spring,Elderly
2019,2019,2023-03-08,Wednesday,3.0,2023.0,1.0,55.0,Male,DRY,rain,Carretera-45,Bus,Nissan,Model H,critical,3,2,False,Spring,Senior
2020,2020,01-13-2024,,,,,196.0,Other,WET,Storm,Ruta-Centro,Truck,Audi,Model B,MINOR,1,0,False,,
2021,2021,10/07/2023,,,,,37.0,Male,Dry,Clear,Highway-57,Motorcycle,BMW,Model F,critical,3,2,False,,Middle-aged
2022,2022,2022-11-26,Saturday,11.0,2022.0,4.0,79.0,Male,DRY,Windy,Circuito-Interior,Van,Hyundai,Model H,Minor,5,0,True,Fall,Elderly
2023,2023,29/03/2021,,,,,142.0,Other,dry,rain,Route-1,Car,BMW,Model H,serious,4,5,False,,
2024,2024,09-01-2024,,,,,143.0,Other,DRY,sunny,Carretera-45,Truck,BMW,Model C,MINOR,3,5,False,,
2025,2025,2024-01-04,Thursday,1.0,2024.0,1.0,,Female,Icy,Rain,Highway-57,Car,BMW,Model H,Minor,2,4,False,Winter,
