location_key,road_conditions,weather_conditions,track
1672,DRY,Rain,Viaducto-Oriental
1673,ICY,clear,Autopista-2
1674,Dry,storm,Circuito-Interior
1675,Wet,Sunny,Route-3
1676,ICY,snow,Ruta-Centro
1677,DRY,windy,Corredor-Industrial
1678,WET,Clear,Route-1
1679,WET,Cloudy,MX-40
1680,wet,Storm,Ruta-Litoral
1681,Dry,Rain,Highway-57
1682,dry,Rain,Autopista-2
1683,WET,rain,Highway-85
1684,ICY,sunny,Circuito-Interior
1685,wet,Rain,Route-3
1686,muddy,rain,Highway-57
1687,Icy,Cloudy,Viaducto-Oriental
1688,dry,Windy,Carretera-45
1689,muddy,Rain,Route-1
1690,dry,Snow,Circuito-Interior
1691,Muddy,Snow,Highway-57
1692,wet,cloudy,Ruta-Del-Sol
1693,wet,Rain,Route-2
1694,Muddy,Sunny,Bypass-Norte
1695,icy,rain,Circuito-Interior
1696,dry,clear,Periferico-Sur
1697,Dry,windy,Ruta-Litoral
1698,Dry,Cloudy,MX-85
1699,DRY,snow,Circuito-Interior
1700,WET,Cloudy,Route-2
1701,WET,windy,MX-40
1702,DRY,Cloudy,Ruta-Centro
1703,Icy,Windy,Ruta-Litoral
1704,icy,storm,Ring-Road
1705,icy,Rain,Corredor-Industrial
1706,Dry,Cloudy,Route-1
1707,dry,Storm,Corredor-Industrial
1708,Icy,Clear,MX-85
1709,muddy,fog,Route-1
1710,icy,Rain,Route-3
1711,Dry,cloudy,Periferico-Sur
1712,Wet,Cloudy,Autopista-1
1713,WET,clear,Ruta-Centro
1714,dry,Windy,Corredor-Industrial
1715,DRY,Fog,MX-85
1716,icy,fog,MX-40
1717,wet,Sunny,Carretera-45
1718,Icy,Cloudy,Carretera-45
1719,DRY,Snow,Circuito-Interior
1720,Icy,rain,Route-1
1721,wet,Windy,Circuito-Interior
1722,Wet,Fog,Circuito-Interior
1723,WET,snow,Route-1
1724,ICY,Fog,Carretera-45
1725,wet,sunny,MX-40
1726,Icy,Cloudy,Autopista-1
1727,Muddy,Sunny,MX-85
1728,Dry,windy,Carretera-45
1729,muddy,sunny,MX-85
1730,Icy,Windy,Corredor-Industrial
1731,muddy,Sunny,Highway-85
1732,Muddy,windy,Carretera-45
1733,Icy,Clear,Periferico-Sur
1734,dry,Windy,Circuito-Interior
1735,dry,Rain,Viaducto-Oriental
1736,wet,snow,Ruta-Centro
1737,icy,Windy,Bypass-Norte
1738,Wet,Cloudy,Ring-Road
1739,Wet,storm,Autopista-2
1740,Dry,Cloudy,Bypass-Norte
1741,Dry,storm,Autopista-1
1742,Muddy,Sunny,Ring-Road
1743,Dry,Cloudy,Circuito-Interior
1744,muddy,windy,Ruta-Litoral
1745,DRY,Clear,Autopista-1
1746,muddy,Clear,Autopista-2
1747,Dry,rain,Autopista-1
1748,icy,Storm,Circuito-Interior
1749,dry,cloudy,Autopista-2
1750,Dry,windy,Ruta-Del-Sol
1751,muddy,windy,Autopista-1
1752,ICY,Cloudy,MX-40
1753,ICY,rain,Ruta-Litoral
1754,DRY,windy,MX-40
1755,ICY,Fog,Viaducto-Oriental
1756,wet,snow,Route-2
1757,dry,Rain,Autopista-2
1758,Dry,Windy,Autopista-1
1759,Icy,storm,Route-2
1760,Wet,Cloudy,Route-1
1761,Wet,Sunny,Ruta-Del-Sol
1762,DRY,sunny,Route-2
1763,DRY,clear,Autopista-1
1764,WET,Sunny,Route-2
1765,dry,fog,Ruta-Del-Sol
1766,Icy,fog,Ruta-Litoral
1767,Muddy,Windy,Autopista-1
1768,Dry,Rain,Viaducto-Oriental
1769,wet,Sunny,Periferico-Sur
1770,muddy,sunny,Bypass-Norte
1771,icy,cloudy,Highway-85
1772,WET,clear,Bypass-Norte
1773,icy,rain,Route-2
1774,Muddy,Clear,Route-2
1775,ICY,rain,Viaducto-Oriental
1776,ICY,Storm,Ruta-Centro
1777,WET,sunny,Corredor-Industrial
1778,icy,sunny,Autopista-2
1779,Muddy,Cloudy,Periferico-Sur
1780,Icy,Storm,Highway-57
1781,Wet,Rain,Corredor-Industrial
1782,Icy,Storm,Circuito-Interior
1783,Muddy,Storm,Bypass-Norte
1784,Muddy,fog,Carretera-45
1785,DRY,Windy,Periferico-Sur
1786,wet,cloudy,Highway-57
1787,Icy,Storm,Route-1
1788,DRY,windy,Autopista-1
1789,Dry,Sunny,Route-1
1790,dry,Storm,Route-3
1791,dry,Windy,Viaducto-Oriental
1792,DRY,fog,Route-2
1793,muddy,Snow,Route-2
1794,Icy,storm,Viaducto-Oriental
1795,Dry,Cloudy,MX-85
1796,Icy,snow,Autopista-2
1797,WET,fog,Highway-85
1798,icy,Clear,Circuito-Interior
1799,icy,Snow,MX-85
1800,ICY,Fog,Ruta-Litoral
1801,Icy,Rain,Ruta-Centro
1802,Wet,Cloudy,Route-1
1803,wet,storm,Carretera-45
1804,WET,clear,Highway-57
1805,WET,Clear,Corredor-Industrial
1806,Dry,Storm,Highway-85
1807,Muddy,Snow,Corredor-Industrial
1808,Icy,Sunny,Route-1
1809,Dry,windy,Circuito-Interior
1810,WET,Sunny,Route-3
1811,Wet,rain,MX-40
1812,Wet,rain,Viaducto-Oriental
1813,icy,fog,Highway-57
1814,Icy,Rain,Circuito-Interior
1815,dry,cloudy,Carretera-45
1816,ICY,sunny,MX-85
1817,Dry,clear,Route-2
1818,Icy,rain,Viaducto-Oriental
1819,dry,Cloudy,Autopista-1
1820,DRY,snow,Route-1
1821,Icy,Clear,Ruta-Del-Sol
1822,Wet,clear,Ruta-Centro
1823,muddy,clear,Route-1
1824,Muddy,Snow,Ruta-Litoral
1825,muddy,snow,Circuito-Interior
1826,Icy,Sunny,Highway-57
1827,Wet,Sunny,Route-1
1828,icy,clear,Autopista-1
1829,ICY,Cloudy,Route-1
1830,Wet,storm,Circuito-Interior
1831,ICY,Snow,Carretera-45
1832,Muddy,Sunny,Ruta-Centro
1833,WET,Fog,Autopista-2
1834,Dry,snow,Viaducto-Oriental
1835,muddy,Rain,Highway-85
1836,icy,Clear,Route-1
1837,Muddy,Cloudy,Ring-Road
1838,Wet,fog,Ruta-Litoral
1839,DRY,Snow,Highway-85
1840,Wet,Storm,Carretera-45
1841,Wet,windy,Autopista-2
1842,ICY,fog,Ruta-Del-Sol
1843,DRY,Storm,Route-3
1844,dry,clear,Route-1
1845,ICY,Storm,Ruta-Litoral
1846,icy,snow,Ring-Road
1847,icy,snow,Ruta-Del-Sol
1848,ICY,Fog,Bypass-Norte
1849,ICY,snow,Highway-57
1850,Wet,clear,Ruta-Centro
1851,Muddy,Snow,Highway-85
1852,icy,Snow,Autopista-2
1853,Muddy,Sunny,Route-3
1854,WET,Fog,Ruta-Centro
1855,WET,Sunny,Ring-Road
1856,Icy,Cloudy,Corredor-Industrial
1857,Wet,cloudy,Ruta-Centro
1858,DRY,windy,Ruta-Centro
1859,ICY,storm,Route-3
1860,ICY,cloudy,Ruta-Centro
1861,Dry,Clear,Circuito-Interior
1862,Dry,windy,Ring-Road
1863,icy,storm,Bypass-Norte
1864,dry,Cloudy,Autopista-2
1865,WET,Fog,MX-40
1866,ICY,windy,Autopista-2
1867,Muddy,snow,Autopista-2
1868,dry,Fog,Ruta-Litoral
1869,Wet,Fog,Autopista-1
1870,ICY,Cloudy,Route-1
1871,DRY,Clear,Ruta-Centro
1872,Muddy,Snow,MX-40
1873,Icy,Windy,Highway-85
1874,ICY,windy,Route-3
1875,Muddy,Fog,Route-1
1876,WET,Cloudy,MX-85
1877,Icy,Clear,Corredor-Industrial
1878,ICY,snow,MX-40
1879,wet,fog,Route-1
1880,icy,windy,Bypass-Norte
1881,wet,Cloudy,Highway-57
1882,Dry,Fog,Route-2
1883,muddy,fog,Route-1
1884,Wet,cloudy,MX-85
1885,ICY,Clear,Route-3
1886,Icy,Storm,Bypass-Norte
1887,Icy,Rain,Route-1
1888,WET,Windy,Route-3
1889,Icy,sunny,Carretera-45
1890,Dry,snow,Autopista-2
1891,Dry,Storm,MX-40
1892,Icy,Sunny,Ring-Road
1893,ICY,Clear,MX-40
1894,dry,clear,Route-3
1895,Muddy,clear,Ring-Road
1896,wet,storm,Bypass-Norte
1897,ICY,fog,Autopista-2
1898,Icy,cloudy,Ruta-Litoral
1899,muddy,storm,Periferico-Sur
1900,dry,Windy,Route-1
1901,Icy,Windy,Circuito-Interior
1902,muddy,Clear,Highway-85
1903,Icy,Rain,Ruta-Litoral
1904,Dry,fog,Autopista-2
1905,wet,Snow,Autopista-1
1906,Wet,Windy,MX-40
1907,wet,Cloudy,Ruta-Litoral
1908,wet,Sunny,Ruta-Del-Sol
1909,WET,Windy,MX-85
1910,wet,rain,Ruta-Centro
1911,muddy,Rain,Ring-Road
1912,dry,Windy,Viaducto-Oriental
1913,Icy,Cloudy,Viaducto-Oriental
1914,ICY,fog,Periferico-Sur
1915,Wet,Storm,Circuito-Interior
1916,Wet,cloudy,Route-1
1917,DRY,windy,Ruta-Litoral
1918,icy,snow,MX-40
1919,Muddy,windy,MX-85
1920,Muddy,Rain,Circuito-Interior
1921,dry,rain,Ruta-Centro
1922,Dry,Cloudy,MX-40
1923,muddy,windy,Highway-57
1924,Icy,Fog,Bypass-Norte
1925,muddy,clear,Periferico-Sur
1926,Dry,snow,Ruta-Centro
1927,Icy,Sunny,Bypass-Norte
1928,Dry,sunny,Carretera-45
1929,muddy,Windy,MX-40
1930,dry,clear,MX-40
1931,Dry,Snow,Route-3
1932,wet,clear,Ring-Road
1933,Icy,Fog,Ruta-Centro
1934,dry,Windy,Highway-85
1935,Icy,sunny,Autopista-2
1936,Icy,Storm,Corredor-Industrial
1937,WET,Rain,MX-85
1938,WET,sunny,Route-1
1939,icy,sunny,Autopista-2
1940,Icy,Fog,Highway-85
1941,Wet,cloudy,Circuito-Interior
1942,dry,Storm,Ring-Road
1943,icy,Storm,Ruta-Litoral
1944,dry,Clear,Ruta-Litoral
1945,Dry,Windy,Autopista-2
1946,Icy,sunny,Bypass-Norte
1947,ICY,clear,Autopista-2
1948,Wet,Rain,MX-40
1949,DRY,Windy,Circuito-Interior
1950,icy,storm,MX-40
1951,Dry,storm,Ruta-Centro
1952,DRY,cloudy,Ruta-Centro
1953,wet,Clear,Highway-85
1954,DRY,Sunny,Ruta-Litoral
1955,dry,Windy,Route-1
1956,Dry,Storm,Circuito-Interior
1957,muddy,rain,Ruta-Litoral
1958,Dry,Clear,Ruta-Centro
1959,icy,windy,Bypass-Norte
1960,Muddy,Snow,Ruta-Litoral
1961,dry,rain,Ring-Road
1962,WET,Fog,Ring-Road
1963,WET,rain,Carretera-45
1964,WET,Storm,Route-1
1965,icy,windy,Ruta-Del-Sol
1966,DRY,storm,Highway-57
1967,Muddy,Clear,Autopista-1
1968,Wet,fog,Autopista-1
1969,Muddy,Clear,Ruta-Litoral
1970,ICY,rain,Highway-57
1971,dry,storm,Highway-85
1972,Icy,windy,Route-2
1973,Wet,Rain,Ruta-Del-Sol
1974,muddy,storm,MX-40
1975,Dry,Sunny,MX-85
1976,muddy,cloudy,Carretera-45
1977,Icy,Storm,MX-40
1978,Muddy,snow,Highway-85
1979,Wet,sunny,Viaducto-Oriental
1980,DRY,Rain,Ruta-Del-Sol
1981,muddy,Fog,Route-2
1982,muddy,fog,MX-85
1983,Wet,snow,Ruta-Centro
1984,WET,cloudy,Highway-57
1985,wet,Sunny,Circuito-Interior
1986,DRY,fog,Route-2
1987,Muddy,Sunny,Highway-85
1988,Dry,Clear,Autopista-2
1989,Icy,windy,Viaducto-Oriental
1990,Muddy,rain,Highway-57
1991,ICY,storm,Autopista-2
1992,dry,Snow,Viaducto-Oriental
1993,Wet,Fog,Route-3
1994,Dry,Windy,MX-40
1995,wet,storm,MX-85
1996,dry,cloudy,Viaducto-Oriental
1997,ICY,Sunny,MX-85
1998,wet,Fog,Corredor-Industrial
1999,Wet,rain,Ring-Road
2000,Muddy,Fog,MX-40
2001,DRY,storm,Autopista-1
2002,DRY,Windy,Circuito-Interior
2003,Icy,Rain,Circuito-Interior
2004,Icy,windy,Autopista-1
2005,Muddy,Windy,Viaducto-Oriental
2006,Wet,windy,Corredor-Industrial
2007,dry,Fog,Autopista-2
2008,Wet,fog,Circuito-Interior
2009,DRY,cloudy,Ruta-Del-Sol
2010,WET,sunny,MX-85
2011,Dry,storm,Route-2
2012,ICY,Snow,Autopista-1
2013,Dry,Sunny,Periferico-Sur
2014,icy,snow,MX-40
2015,DRY,cloudy,Highway-85
2016,ICY,Clear,Ruta-Centro
2017,icy,sunny,Highway-57
2018,DRY,windy,Route-1
2019,DRY,rain,Carretera-45
2020,WET,Storm,Ruta-Centro
2021,Dry,Clear,Highway-57
2022,DRY,Windy,Circuito-Interior
2023,dry,rain,Route-1
2024,DRY,sunny,Carretera-45
2025,Icy,Rain,Highway-57
2026,Wet,sunny,Corredor-Industrial
2027,Muddy,sunny,MX-85
2028,ICY,Clear,Autopista-2
2029,DRY,windy,Circuito-Interior
2030,icy,Cloudy,Route-1
2031,icy,Cloudy,Periferico-Sur
2032,Dry,Snow,Carretera-45
2033,wet,Windy,Route-3
2034,Muddy,fog,MX-85
2035,wet,windy,MX-85
2036,wet,storm,Ruta-Centro
2037,wet,Cloudy,Highway-57
2038,muddy,windy,Ring-Road
2039,Dry,Cloudy,MX-40
2040,WET,storm,Carretera-45
2041,DRY,sunny,Autopista-2
2042,DRY,Rain,Corredor-Industrial
2043,dry,clear,Carretera-45
2044,muddy,sunny,Route-2
2045,wet,fog,Autopista-2
2046,Muddy,Cloudy,Ruta-Centro
2047,dry,clear,MX-40
2048,dry,cloudy,Corredor-Industrial
2049,Muddy,Storm,Route-1
2050,DRY,snow,Route-2
2051,icy,Rain,MX-85
2052,Dry,fog,Ruta-Litoral
2053,wet,sunny,Route-1
2054,muddy,Cloudy,Bypass-Norte
2055,Muddy,storm,Carretera-45
2056,DRY,Sunny,Bypass-Norte
2057,Icy,rain,Ruta-Del-Sol
2058,WET,sunny,Ruta-Litoral
2059,dry,sunny,Viaducto-Oriental
2060,Icy,Sunny,Route-2
2061,Icy,sunny,MX-40
2062,DRY,storm,Viaducto-Oriental
2063,Icy,Sunny,Circuito-Interior
2064,DRY,Cloudy,Route-3
2065,Wet,cloudy,Ruta-Del-Sol
2066,Wet,sunny,Circuito-Interior
2067,wet,Storm,MX-40
2068,Icy,cloudy,Autopista-2
2069,wet,windy,Route-2
2070,dry,Snow,Ring-Road
2071,DRY,Rain,Autopista-2
2072,muddy,storm,Ruta-Del-Sol
2073,Icy,Sunny,Route-3
2074,icy,Snow,MX-85
2075,muddy,Windy,MX-85
2076,ICY,Windy,Highway-57
2077,icy,Sunny,Autopista-1
2078,wet,rain,Ruta-Litoral
2079,muddy,Snow,Route-1
2080,Icy,Storm,Corredor-Industrial
2081,Wet,rain,Route-3
2082,muddy,Windy,Ruta-Del-Sol
2083,ICY,Rain,Route-3
2084,ICY,Fog,Bypass-Norte
2085,muddy,Sunny,Viaducto-Oriental
2086,Dry,Rain,Ring-Road
2087,ICY,clear,MX-85
2088,WET,rain,Bypass-Norte
2089,Muddy,rain,Ruta-Centro
2090,muddy,sunny,Ruta-Del-Sol
2091,Muddy,storm,Route-3
2092,Wet,Windy,Ruta-Del-Sol
2093,Muddy,sunny,Autopista-1
2094,DRY,cloudy,Route-3
2095,Icy,cloudy,Highway-85
2096,muddy,Storm,Route-1
2097,dry,snow,Ruta-Litoral
2098,wet,Cloudy,Autopista-1
2099,Wet,Windy,Route-1
2100,muddy,sunny,Ruta-Litoral
2101,Muddy,cloudy,Route-2
2102,Muddy,Windy,Ruta-Centro
2103,muddy,storm,Autopista-1
2104,DRY,snow,Highway-57
2105,wet,Sunny,Circuito-Interior
2106,dry,snow,Circuito-Interior
2107,dry,Rain,Ruta-Del-Sol
2108,ICY,Storm,Route-3
2109,icy,Fog,Ruta-Centro
2110,dry,cloudy,Highway-57
2111,Icy,Rain,Autopista-2
2112,wet,sunny,Ruta-Del-Sol
2113,WET,fog,Bypass-Norte
2114,Icy,Fog,Highway-57
2115,icy,Cloudy,Ruta-Centro
2116,muddy,snow,Highway-57
2117,Dry,snow,Highway-57
2118,icy,Clear,Bypass-Norte
2119,ICY,Windy,Carretera-45
2120,dry,sunny,Ruta-Litoral
2121,dry,windy,Viaducto-Oriental
2122,dry,sunny,Route-1
2123,wet,Snow,Corredor-Industrial
2124,dry,sunny,Autopista-1
2125,Dry,Cloudy,Ruta-Litoral
2126,dry,Storm,Circuito-Interior
2127,Wet,snow,MX-40
2128,Wet,fog,Ruta-Centro
2129,icy,Rain,Circuito-Interior
2130,muddy,clear,Corredor-Industrial
2131,ICY,storm,Highway-57
2132,WET,Rain,Autopista-1
2133,DRY,Clear,Autopista-1
2134,Dry,storm,Ruta-Centro
2135,icy,storm,Circuito-Interior
2136,wet,Windy,Bypass-Norte
2137,icy,Storm,Route-1
2138,WET,Fog,Highway-57
2139,DRY,sunny,Autopista-2
2140,Muddy,Windy,Viaducto-Oriental
2141,muddy,sunny,Route-1
2142,wet,clear,Bypass-Norte
2143,WET,fog,Bypass-Norte
2144,icy,rain,Viaducto-Oriental
2145,WET,windy,Route-1
2146,DRY,cloudy,Ruta-Del-Sol
2147,Muddy,fog,Viaducto-Oriental
2148,wet,Sunny,Highway-57
2149,muddy,Windy,Ruta-Del-Sol
2150,icy,Sunny,Carretera-45
2151,dry,storm,Circuito-Interior
2152,icy,clear,Bypass-Norte
2153,dry,Sunny,Bypass-Norte
2154,DRY,storm,MX-40
2155,icy,windy,Highway-57
2156,Muddy,fog,Route-3
2157,WET,storm,Route-2
2158,wet,Sunny,Ruta-Centro
2159,DRY,sunny,Viaducto-Oriental
2160,DRY,Rain,Route-3
2161,Muddy,Sunny,Ring-Road
2162,ICY,Cloudy,MX-85
2163,DRY,sunny,Autopista-2
2164,Wet,Rain,Circuito-Interior
2165,DRY,sunny,Highway-57
2166,dry,sunny,Ring-Road
2167,wet,Snow,Highway-57
2168,Icy,fog,Route-3
2169,Wet,clear,Corredor-Industrial
2170,Icy,snow,Ruta-Litoral
2171,icy,Rain,Highway-57
2172,wet,cloudy,MX-40
2173,icy,cloudy,Corredor-Industrial
2174,Dry,Rain,Viaducto-Oriental
2175,ICY,snow,Highway-57
2176,Dry,sunny,Autopista-2
2177,Muddy,sunny,Bypass-Norte
2178,icy,fog,Route-1
2179,Muddy,rain,Autopista-2
2180,wet,snow,Highway-57
2181,ICY,rain,Route-3
2182,Wet,sunny,Periferico-Sur
2183,icy,Sunny,Ruta-Centro
2184,Icy,sunny,MX-40
2185,DRY,snow,MX-85
2186,Muddy,fog,Route-1
2187,Icy,Snow,Ring-Road
2188,icy,Rain,Ruta-Litoral
2189,icy,Clear,Ruta-Del-Sol
2190,Muddy,fog,Highway-85
2191,DRY,Fog,Route-2
2192,DRY,fog,Periferico-Sur
2193,wet,Rain,MX-40
2194,WET,Cloudy,Ruta-Del-Sol
2195,Icy,snow,Periferico-Sur
2196,Wet,Fog,Highway-85
2197,dry,clear,Viaducto-Oriental
2198,Dry,Fog,Ruta-Del-Sol
2199,WET,Rain,Autopista-2
2200,wet,snow,Highway-85
2201,Icy,Storm,Ruta-Litoral
2202,dry,clear,Viaducto-Oriental
2203,icy,rain,Ruta-Centro
2204,Muddy,rain,Circuito-Interior
2205,Wet,snow,Route-1
2206,wet,rain,Circuito-Interior
2207,Icy,sunny,Ruta-Del-Sol
2208,DRY,clear,Ruta-Centro
2209,Wet,snow,Carretera-45
2210,wet,Storm,Bypass-Norte
2211,Dry,sunny,Autopista-2
2212,muddy,storm,Autopista-2
2213,wet,Clear,Ring-Road
2214,muddy,Sunny,Ruta-Centro
2215,ICY,Sunny,Route-2
2216,Muddy,fog,Ruta-Del-Sol
2217,dry,snow,Ring-Road
2218,dry,Cloudy,Ring-Road
2219,Icy,Clear,Periferico-Sur
2220,DRY,cloudy,Route-3
2221,Wet,cloudy,Route-1
2222,wet,Snow,Viaducto-Oriental
2223,icy,sunny,Bypass-Norte
2224,wet,Rain,Autopista-1
2225,dry,Windy,Ring-Road
2226,Dry,Fog,Autopista-2
2227,WET,Storm,MX-40
2228,Muddy,Fog,Route-3
2229,DRY,Clear,Route-1
2230,dry,Rain,Route-3
2231,muddy,Cloudy,Ring-Road
2232,WET,Clear,Ruta-Centro
2233,dry,snow,MX-85
2234,Wet,windy,Route-1
2235,muddy,Storm,Carretera-45
2236,Dry,rain,Viaducto-Oriental
2237,Dry,Snow,Autopista-1
2238,ICY,windy,Route-2
2239,muddy,Windy,Circuito-Interior
2240,muddy,clear,MX-85
2241,Wet,fog,Ruta-Litoral
2242,WET,cloudy,Corredor-Industrial
2243,ICY,sunny,Viaducto-Oriental
2244,icy,Snow,Highway-57
2245,Icy,Sunny,Route-2
2246,Icy,Storm,Ruta-Centro
2247,Wet,sunny,Route-2
2248,Wet,cloudy,Circuito-Interior
2249,icy,Snow,Route-3
2250,ICY,rain,MX-85
2251,WET,Windy,MX-85
2252,Wet,Fog,Circuito-Interior
2253,ICY,Cloudy,Ruta-Centro
2254,wet,Clear,Route-2
2255,icy,sunny,Ruta-Centro
2256,Icy,Storm,Bypass-Norte
2257,dry,Windy,Autopista-1
2258,icy,Snow,Ruta-Centro
2259,muddy,snow,Ruta-Litoral
2260,wet,Cloudy,MX-40
2261,Icy,windy,Bypass-Norte
2262,DRY,fog,Ruta-Centro
2263,ICY,snow,MX-85
2264,WET,Storm,Route-3
2265,wet,Clear,MX-40
2266,wet,storm,Periferico-Sur
2267,muddy,cloudy,Bypass-Norte
2268,muddy,windy,Route-1
2269,muddy,Fog,Route-1
2270,WET,Clear,Carretera-45
2271,Dry,Storm,MX-85
2272,Wet,cloudy,Route-1
2273,WET,Storm,Route-3
2274,dry,Cloudy,Autopista-2
2275,muddy,Clear,Ruta-Centro
2276,Icy,Sunny,Autopista-1
2277,muddy,storm,Periferico-Sur
2278,muddy,Cloudy,Bypass-Norte
2279,Dry,Windy,MX-85
2280,ICY,snow,Ruta-Centro
2281,DRY,Sunny,Route-2
2282,icy,Sunny,Highway-57
2283,Icy,sunny,Autopista-1
2284,dry,cloudy,Route-2
2285,WET,Fog,Highway-57
2286,WET,Clear,Route-3
2287,WET,cloudy,Route-3
2288,Icy,Rain,Viaducto-Oriental
2289,Muddy,rain,Ring-Road
2290,DRY,sunny,Highway-85
2291,DRY,Cloudy,MX-40
2292,muddy,Snow,Corredor-Industrial
2293,icy,fog,Viaducto-Oriental
2294,DRY,snow,Ring-Road
2295,dry,Fog,Ruta-Litoral
2296,dry,fog,Route-1
2297,WET,Sunny,Periferico-Sur
2298,Dry,Fog,Highway-57
2299,Wet,Cloudy,Route-1
2300,wet,cloudy,Autopista-2
2301,Dry,rain,Bypass-Norte
2302,muddy,Clear,MX-40
2303,Dry,Cloudy,Periferico-Sur
2304,muddy,Cloudy,Ruta-Del-Sol
2305,icy,clear,Autopista-2
2306,Icy,snow,Autopista-2
2307,WET,Rain,Corredor-Industrial
2308,ICY,Windy,MX-85
2309,Wet,windy,Route-2
2310,Dry,Windy,Viaducto-Oriental
2311,icy,Clear,Periferico-Sur
2312,icy,cloudy,Periferico-Sur
2313,muddy,Windy,Ring-Road
2314,ICY,Clear,Route-3
2315,muddy,fog,MX-40
2316,Dry,cloudy,MX-40
2317,Dry,Clear,Route-2
2318,Dry,Clear,Ruta-Del-Sol
2319,Icy,Snow,Viaducto-Oriental
2320,WET,snow,Ruta-Del-Sol
2321,muddy,cloudy,Ruta-Del-Sol
2322,Icy,Fog,Ruta-Centro
2323,Icy,Cloudy,Route-1
2324,Wet,sunny,Carretera-45
2325,wet,Sunny,MX-40
2326,Icy,clear,Ruta-Litoral
2327,icy,windy,Circuito-Interior
2328,WET,windy,Ring-Road
2329,muddy,Rain,Route-1
2330,dry,storm,Autopista-2
2331,Wet,windy,Circuito-Interior
2332,DRY,Storm,Ruta-Del-Sol
2333,Dry,rain,Ruta-Centro
2334,Muddy,rain,Highway-85
2335,wet,snow,Ruta-Del-Sol
2336,dry,sunny,Autopista-1
2337,Muddy,storm,Route-1
2338,Wet,fog,Highway-57
2339,dry,Cloudy,Autopista-1
2340,DRY,fog,Ruta-Litoral
2341,ICY,Rain,Highway-85
2342,muddy,sunny,Corredor-Industrial
2343,Wet,Fog,Carretera-45
2344,WET,Windy,Viaducto-Oriental
2345,Icy,clear,Route-1
2346,Dry,storm,Ring-Road
2347,dry,cloudy,Route-2
2348,Wet,Rain,Route-2
2349,dry,Fog,Circuito-Interior
2350,DRY,fog,Corredor-Industrial
2351,Muddy,rain,Autopista-2
2352,icy,sunny,MX-85
2353,icy,Fog,Route-1
2354,Icy,storm,Autopista-2
2355,ICY,windy,Viaducto-Oriental
2356,DRY,Clear,Highway-57
2357,Icy,Storm,Ruta-Del-Sol
2358,Dry,sunny,Ring-Road
2359,Muddy,Sunny,Autopista-2
2360,muddy,cloudy,Route-1
2361,Icy,Storm,Route-3
2362,Muddy,windy,Bypass-Norte
2363,muddy,Clear,Circuito-Interior
2364,WET,sunny,Ruta-Del-Sol
2365,dry,fog,Ruta-Litoral
2366,icy,clear,MX-40
2367,Icy,rain,Ruta-Centro
2368,icy,Fog,Viaducto-Oriental
2369,Muddy,fog,Ruta-Del-Sol
2370,icy,Snow,Ruta-Litoral
2371,muddy,Storm,Route-3
2372,muddy,sunny,Autopista-2
2373,dry,sunny,MX-40
2374,dry,sunny,Route-1
2375,Icy,sunny,Autopista-2
2376,Icy,fog,Periferico-Sur
2377,Icy,Sunny,Route-3
2378,muddy,Cloudy,Ring-Road
2379,WET,sunny,Highway-57
2380,dry,fog,Route-3
2381,Muddy,Storm,Route-3
2382,dry,sunny,Autopista-2
2383,ICY,clear,Bypass-Norte
2384,Muddy,Windy,Periferico-Sur
2385,Muddy,sunny,Ruta-Centro
2386,Icy,storm,Autopista-2
2387,Dry,rain,MX-40
2388,wet,cloudy,Highway-57
2389,icy,sunny,Ruta-Centro
2390,WET,Sunny,Route-1
2391,dry,Snow,Highway-85
2392,icy,sunny,Route-1
2393,dry,sunny,Circuito-Interior
2394,Icy,snow,Ruta-Litoral
2395,dry,cloudy,Ruta-Centro
2396,DRY,Snow,Ruta-Del-Sol
2397,DRY,clear,Route-2
2398,Wet,sunny,Viaducto-Oriental
2399,ICY,Sunny,Ruta-Del-Sol
2400,icy,Sunny,Route-2
2401,Dry,storm,Autopista-2
2402,WET,Storm,Periferico-Sur
2403,DRY,sunny,Route-3
2404,Wet,Windy,Periferico-Sur
2405,Dry,Rain,Autopista-2
2406,ICY,Clear,Highway-57
2407,WET,storm,Ruta-Litoral
2408,Dry,Storm,Ruta-Litoral
2409,ICY,Sunny,Autopista-2
2410,Icy,cloudy,Viaducto-Oriental
2411,DRY,Fog,Highway-57
2412,Muddy,Rain,Ring-Road
2413,WET,fog,Corredor-Industrial
2414,Wet,storm,MX-40
2415,ICY,rain,Circuito-Interior
2416,Icy,sunny,Route-1
2417,dry,Snow,Viaducto-Oriental
2418,DRY,windy,Circuito-Interior
2419,Dry,clear,Highway-85
2420,Wet,Rain,Periferico-Sur
2421,Dry,Sunny,Highway-57
2422,WET,snow,Viaducto-Oriental
2423,Wet,Snow,Ruta-Litoral
2424,Icy,Rain,Route-2
2425,DRY,Snow,MX-40
2426,Wet,snow,MX-85
2427,icy,snow,Ruta-Litoral
2428,muddy,fog,Ring-Road
2429,ICY,rain,Route-3
2430,dry,sunny,Autopista-2
2431,ICY,Clear,Ring-Road
2432,muddy,sunny,MX-40
2433,ICY,clear,Route-2
2434,muddy,Windy,Viaducto-Oriental
2435,Icy,Snow,Highway-85
2436,Wet,Snow,Ruta-Del-Sol
2437,WET,snow,Ring-Road
2438,muddy,Storm,Highway-85
2439,muddy,Sunny,MX-85
2440,DRY,Rain,Autopista-2
