accident_key,date_key,location_key,vehicle_key,driver_key,number_of_vehicles,number_of_fatalities,accident_severity
1479,1479,1479,1479,1479,6,3,Serious
1480,1480,1480,1480,1480,2,2,CRITICAL
1481,1481,1481,1481,1481,6,4,SERIOUS
1482,1482,1482,1482,1482,4,4,minor
1483,1483,1483,1483,1483,3,3,Serious
1484,1484,1484,1484,1484,4,1,serious
1485,1485,1485,1485,1485,1,2,minor
1486,1486,1486,1486,1486,4,0,Serious
1487,1487,1487,1487,1487,1,4,critical
1488,1488,1488,1488,1488,4,0,Serious
1489,1489,1489,1489,1489,7,0,Serious
1490,1490,1490,1490,1490,1,2,serious
1491,1491,1491,1491,1491,2,0,minor
1492,1492,1492,1492,1492,6,4,MINOR
1493,1493,1493,1493,1493,8,3,SERIOUS
1494,1494,1494,1494,1494,6,0,CRITICAL
1495,1495,1495,1495,1495,5,1,MINOR
1496,1496,1496,1496,1496,6,2,Critical
1497,1497,1497,1497,1497,3,0,Serious
1498,1498,1498,1498,1498,7,5,Minor
1499,1499,1499,1499,1499,4,5,SERIOUS
1500,1500,1500,1500,1500,5,2,CRITICAL
1501,1501,1501,1501,1501,3,3,Serious
1502,1502,1502,1502,1502,3,1,CRITICAL
1503,1503,1503,1503,1503,1,3,SERIOUS
1504,1504,1504,1504,1504,6,0,Serious
1505,1505,1505,1505,1505,2,4,Minor
1506,1506,1506,1506,1506,8,2,MINOR
1507,1507,1507,1507,1507,2,1,CRITICAL
1508,1508,1508,1508,1508,5,4,critical
1509,1509,1509,1509,1509,7,2,MINOR
1510,1510,1510,1510,1510,2,4,serious
1511,1511,1511,1511,1511,4,1,Critical
1512,1512,1512,1512,1512,2,4,critical
1513,1513,1513,1513,1513,5,0,SERIOUS
1514,1514,1514,1514,1514,8,3,Minor
1515,1515,1515,1515,1515,2,2,MINOR
1516,1516,1516,1516,1516,4,3,CRITICAL
1517,1517,1517,1517,1517,1,2,Minor
1518,1518,1518,1518,1518,7,1,Critical
1519,1519,1519,1519,1519,5,5,MINOR
1520,1520,1520,1520,1520,1,0,minor
1521,1521,1521,1521,1521,1,5,minor
1522,1522,1522,1522,1522,1,0,Serious
1523,1523,1523,1523,1523,3,0,critical
1524,1524,1524,1524,1524,7,4,serious
1525,1525,1525,1525,1525,8,0,Critical
1526,1526,1526,1526,1526,6,2,minor
1527,1527,1527,1527,1527,7,5,Minor
1528,1528,1528,1528,1528,3,3,MINOR
1529,1529,1529,1529,1529,6,0,Minor
1530,1530,1530,1530,1530,7,2,Minor
1531,1531,1531,1531,1531,1,4,Critical
1532,1532,1532,1532,1532,5,3,minor
1533,1533,1533,1533,1533,6,0,Minor
1534,1534,1534,1534,1534,4,5,Critical
1535,1535,1535,1535,1535,4,11,CRITICAL
1536,1536,1536,1536,1536,2,4,MINOR
1537,1537,1537,1537,1537,6,0,critical
1538,1538,1538,1538,1538,5,2,critical
1539,1539,1539,1539,1539,8,2,Minor
1540,1540,1540,1540,1540,3,5,critical
1541,1541,1541,1541,1541,1,2,Critical
1542,1542,1542,1542,1542,2,3,Critical
1543,1543,1543,1543,1543,4,1,serious
1544,1544,1544,1544,1544,3,5,Serious
1545,1545,1545,1545,1545,3,2,Serious
1546,1546,1546,1546,1546,1,3,serious
1547,1547,1547,1547,1547,8,2,Critical
1548,1548,1548,1548,1548,8,4,Minor
1549,1549,1549,1549,1549,6,3,MINOR
1550,1550,1550,1550,1550,4,5,MINOR
1551,1551,1551,1551,1551,8,0,SERIOUS
1552,1552,1552,1552,1552,5,18,Minor
1553,1553,1553,1553,1553,8,2,Serious
1554,1554,1554,1554,1554,3,5,critical
1555,1555,1555,1555,1555,1,4,Serious
1556,1556,1556,1556,1556,5,3,serious
1557,1557,1557,1557,1557,6,5,critical
1558,1558,1558,1558,1558,4,0,Critical
1559,1559,1559,1559,1559,6,3,Minor
1560,1560,1560,1560,1560,3,0,Serious
1561,1561,1561,1561,1561,5,1,MINOR
1562,1562,1562,1562,1562,5,3,MINOR
1563,1563,1563,1563,1563,5,5,minor
1564,1564,1564,1564,1564,3,2,minor
1565,1565,1565,1565,1565,3,3,CRITICAL
1566,1566,1566,1566,1566,6,2,Critical
1567,1567,1567,1567,1567,2,2,Critical
1568,1568,1568,1568,1568,6,0,Critical
1569,1569,1569,1569,1569,4,2,Critical
1570,1570,1570,1570,1570,1,0,serious
1571,1571,1571,1571,1571,5,5,Minor
1572,1572,1572,1572,1572,2,3,Minor
1573,1573,1573,1573,1573,1,1,critical
1574,1574,1574,1574,1574,2,4,minor
1575,1575,1575,1575,1575,8,2,Critical
1576,1576,1576,1576,1576,8,2,Critical
1577,1577,1577,1577,1577,7,1,Critical
1578,1578,1578,1578,1578,8,3,Minor
1579,1579,1579,1579,1579,6,4,critical
1580,1580,1580,1580,1580,8,2,MINOR
1581,1581,1581,1581,1581,3,5,Critical
1582,1582,1582,1582,1582,5,3,Minor
1583,1583,1583,1583,1583,6,0,Serious
1584,1584,1584,1584,1584,1,0,Minor
1585,1585,1585,1585,1585,7,4,Serious
1586,1586,1586,1586,1586,7,2,Serious
1587,1587,1587,1587,1587,7,2,minor
1588,1588,1588,1588,1588,1,5,serious
1589,1589,1589,1589,1589,1,2,CRITICAL
1590,1590,1590,1590,1590,1,4,serious
1591,1591,1591,1591,1591,1,3,minor
1592,1592,1592,1592,1592,7,3,minor
1593,1593,1593,1593,1593,7,1,Serious
1594,1594,1594,1594,1594,2,2,minor
1595,1595,1595,1595,1595,6,5,minor
1596,1596,1596,1596,1596,5,16,Critical
1597,1597,1597,1597,1597,8,4,critical
1598,1598,1598,1598,1598,8,5,Critical
1599,1599,1599,1599,1599,3,2,CRITICAL
1600,1600,1600,1600,1600,7,0,MINOR
1601,1601,1601,1601,1601,3,3,Serious
1602,1602,1602,1602,1602,6,5,minor
1603,1603,1603,1603,1603,6,5,Critical
1604,1604,1604,1604,1604,3,3,minor
1605,1605,1605,1605,1605,7,4,serious
1606,1606,1606,1606,1606,3,3,critical
1607,1607,1607,1607,1607,8,3,MINOR
1608,1608,1608,1608,1608,2,3,serious
1609,1609,1609,1609,1609,8,3,critical
1610,1610,1610,1610,1610,4,2,Critical
1611,1611,1611,1611,1611,7,5,minor
1612,1612,1612,1612,1612,7,4,serious
1613,1613,1613,1613,1613,5,3,Critical
1614,1614,1614,1614,1614,1,1,CRITICAL
1615,1615,1615,1615,1615,4,4,MINOR
1616,1616,1616,1616,1616,6,5,serious
1617,1617,1617,1617,1617,7,3,serious
1618,1618,1618,1618,1618,3,0,SERIOUS
1619,1619,1619,1619,1619,4,3,MINOR
1620,1620,1620,1620,1620,5,2,Minor
1621,1621,1621,1621,1621,6,4,Critical
1622,1622,1622,1622,1622,1,1,serious
1623,1623,1623,1623,1623,1,0,CRITICAL
1624,1624,1624,1624,1624,5,5,MINOR
1625,1625,1625,1625,1625,5,2,MINOR
1626,1626,1626,1626,1626,3,1,minor
1627,1627,1627,1627,1627,7,1,serious
1628,1628,1628,1628,1628,1,1,Critical
1629,1629,1629,1629,1629,6,4,Minor
1630,1630,1630,1630,1630,4,2,critical
1631,1631,1631,1631,1631,6,0,minor
1632,1632,1632,1632,1632,2,5,MINOR
1633,1633,1633,1633,1633,2,3,SERIOUS
1634,1634,1634,1634,1634,5,2,SERIOUS
1635,1635,1635,1635,1635,3,5,minor
1636,1636,1636,1636,1636,2,3,serious
1637,1637,1637,1637,1637,1,5,CRITICAL
1638,1638,1638,1638,1638,6,2,critical
1639,1639,1639,1639,1639,6,3,Critical
1640,1640,1640,1640,1640,5,1,SERIOUS
1641,1641,1641,1641,1641,7,0,minor
1642,1642,1642,1642,1642,7,2,critical
1643,1643,1643,1643,1643,4,5,MINOR
1644,1644,1644,1644,1644,5,0,Serious
1645,1645,1645,1645,1645,8,2,critical
1646,1646,1646,1646,1646,4,4,Critical
1647,1647,1647,1647,1647,8,4,MINOR
1648,1648,1648,1648,1648,7,2,MINOR
1649,1649,1649,1649,1649,5,0,critical
1650,1650,1650,1650,1650,8,5,critical
1651,1651,1651,1651,1651,5,4,Serious
1652,1652,1652,1652,1652,5,2,serious
1653,1653,1653,1653,1653,7,2,SERIOUS
1654,1654,1654,1654,1654,4,1,MINOR
1655,1655,1655,1655,1655,4,0,Critical
1656,1656,1656,1656,1656,5,3,critical
1657,1657,1657,1657,1657,2,2,minor
1658,1658,1658,1658,1658,3,2,CRITICAL
1659,1659,1659,1659,1659,7,0,Minor
1660,1660,1660,1660,1660,3,3,MINOR
1661,1661,1661,1661,1661,3,5,MINOR
1662,1662,1662,1662,1662,4,4,serious
1663,1663,1663,1663,1663,4,5,Serious
1664,1664,1664,1664,1664,2,1,serious
1665,1665,1665,1665,1665,3,1,SERIOUS
1666,1666,1666,1666,1666,3,1,critical
1667,1667,1667,1667,1667,5,3,minor
1668,1668,1668,1668,1668,4,0,minor
1669,1669,1669,1669,1669,3,5,MINOR
1670,1670,1670,1670,1670,6,4,critical
1671,1671,1671,1671,1671,2,3,Critical
1672,1672,1672,1672,1672,8,4,serious
1673,1673,1673,1673,1673,6,5,SERIOUS
1674,1674,1674,1674,1674,6,3,serious
1675,1675,1675,1675,1675,8,3,MINOR
1676,1676,1676,1676,1676,7,4,MINOR
1677,1677,1677,1677,1677,7,5,critical
1678,1678,1678,1678,1678,2,1,minor
1679,1679,1679,1679,1679,6,4,critical
1680,1680,1680,1680,1680,3,3,minor
1681,1681,1681,1681,1681,4,0,CRITICAL
1682,1682,1682,1682,1682,2,5,MINOR
1683,1683,1683,1683,1683,5,2,Critical
1684,1684,1684,1684,1684,8,3,CRITICAL
1685,1685,1685,1685,1685,6,16,critical
1686,1686,1686,1686,1686,2,4,minor
1687,1687,1687,1687,1687,1,0,Critical
1688,1688,1688,1688,1688,1,0,serious
1689,1689,1689,1689,1689,7,5,minor
1690,1690,1690,1690,1690,8,4,MINOR
1691,1691,1691,1691,1691,4,2,SERIOUS
1692,1692,1692,1692,1692,3,1,Critical
1693,1693,1693,1693,1693,4,1,serious
1694,1694,1694,1694,1694,4,5,Serious
1695,1695,1695,1695,1695,4,0,critical
1696,1696,1696,1696,1696,8,3,SERIOUS
1697,1697,1697,1697,1697,4,2,Serious
1698,1698,1698,1698,1698,5,0,Critical
1699,1699,1699,1699,1699,8,4,SERIOUS
1700,1700,1700,1700,1700,5,1,MINOR
1701,1701,1701,1701,1701,8,5,minor
1702,1702,1702,1702,1702,7,2,CRITICAL
1703,1703,1703,1703,1703,2,1,minor
1704,1704,1704,1704,1704,1,2,critical
1705,1705,1705,1705,1705,4,0,serious
1706,1706,1706,1706,1706,7,2,minor
1707,1707,1707,1707,1707,2,5,serious
1708,1708,1708,1708,1708,1,3,MINOR
1709,1709,1709,1709,1709,6,1,CRITICAL
1710,1710,1710,1710,1710,3,1,critical
1711,1711,1711,1711,1711,5,3,CRITICAL
1712,1712,1712,1712,1712,6,4,MINOR
1713,1713,1713,1713,1713,8,2,minor
1714,1714,1714,1714,1714,1,4,Minor
1715,1715,1715,1715,1715,6,1,MINOR
1716,1716,1716,1716,1716,3,4,Serious
1717,1717,1717,1717,1717,7,4,MINOR
1718,1718,1718,1718,1718,1,1,CRITICAL
1719,1719,1719,1719,1719,6,5,Critical
1720,1720,1720,1720,1720,5,3,serious
1721,1721,1721,1721,1721,5,5,SERIOUS
1722,1722,1722,1722,1722,2,11,minor
1723,1723,1723,1723,1723,6,2,CRITICAL
1724,1724,1724,1724,1724,4,4,Serious
1725,1725,1725,1725,1725,6,1,MINOR
1726,1726,1726,1726,1726,7,0,Serious
1727,1727,1727,1727,1727,1,5,critical
1728,1728,1728,1728,1728,1,4,minor
1729,1729,1729,1729,1729,7,4,CRITICAL
1730,1730,1730,1730,1730,6,0,Serious
1731,1731,1731,1731,1731,7,0,Serious
1732,1732,1732,1732,1732,3,4,MINOR
1733,1733,1733,1733,1733,8,4,CRITICAL
1734,1734,1734,1734,1734,7,3,minor
1735,1735,1735,1735,1735,5,0,SERIOUS
1736,1736,1736,1736,1736,7,2,Serious
1737,1737,1737,1737,1737,1,1,Minor
1738,1738,1738,1738,1738,5,4,minor
1739,1739,1739,1739,1739,1,5,Minor
1740,1740,1740,1740,1740,2,1,SERIOUS
1741,1741,1741,1741,1741,4,5,minor
1742,1742,1742,1742,1742,1,4,SERIOUS
1743,1743,1743,1743,1743,5,0,Critical
1744,1744,1744,1744,1744,2,4,MINOR
1745,1745,1745,1745,1745,1,1,Minor
1746,1746,1746,1746,1746,3,4,SERIOUS
1747,1747,1747,1747,1747,7,1,Critical
1748,1748,1748,1748,1748,4,0,Minor
1749,1749,1749,1749,1749,1,5,Serious
1750,1750,1750,1750,1750,2,2,serious
1751,1751,1751,1751,1751,3,0,CRITICAL
1752,1752,1752,1752,1752,6,1,MINOR
1753,1753,1753,1753,1753,2,5,SERIOUS
1754,1754,1754,1754,1754,7,2,CRITICAL
1755,1755,1755,1755,1755,2,0,Minor
1756,1756,1756,1756,1756,3,3,CRITICAL
1757,1757,1757,1757,1757,2,3,Critical
1758,1758,1758,1758,1758,3,0,MINOR
1759,1759,1759,1759,1759,1,2,serious
1760,1760,1760,1760,1760,8,2,minor
1761,1761,1761,1761,1761,3,3,Serious
1762,1762,1762,1762,1762,3,4,Critical
1763,1763,1763,1763,1763,4,3,Serious
1764,1764,1764,1764,1764,3,4,serious
1765,1765,1765,1765,1765,3,4,MINOR
1766,1766,1766,1766,1766,6,0,minor
1767,1767,1767,1767,1767,8,5,serious
1768,1768,1768,1768,1768,1,3,SERIOUS
1769,1769,1769,1769,1769,7,1,MINOR
1770,1770,1770,1770,1770,4,5,Critical
1771,1771,1771,1771,1771,6,3,critical
1772,1772,1772,1772,1772,5,2,serious
1773,1773,1773,1773,1773,8,5,Critical
1774,1774,1774,1774,1774,1,5,Critical
1775,1775,1775,1775,1775,1,2,MINOR
1776,1776,1776,1776,1776,5,3,serious
1777,1777,1777,1777,1777,7,1,critical
1778,1778,1778,1778,1778,3,3,MINOR
1779,1779,1779,1779,1779,6,0,minor
1780,1780,1780,1780,1780,2,3,minor
1781,1781,1781,1781,1781,4,2,Serious
1782,1782,1782,1782,1782,2,4,SERIOUS
1783,1783,1783,1783,1783,5,5,Critical
1784,1784,1784,1784,1784,1,1,serious
1785,1785,1785,1785,1785,7,4,Minor
1786,1786,1786,1786,1786,1,1,minor
1787,1787,1787,1787,1787,4,4,MINOR
1788,1788,1788,1788,1788,1,5,serious
1789,1789,1789,1789,1789,1,2,CRITICAL
1790,1790,1790,1790,1790,4,3,Serious
1791,1791,1791,1791,1791,6,5,Serious
1792,1792,1792,1792,1792,6,0,Critical
1793,1793,1793,1793,1793,4,0,MINOR
1794,1794,1794,1794,1794,7,3,MINOR
1795,1795,1795,1795,1795,5,3,serious
1796,1796,1796,1796,1796,8,3,SERIOUS
1797,1797,1797,1797,1797,1,1,Serious
1798,1798,1798,1798,1798,7,5,MINOR
1799,1799,1799,1799,1799,1,5,SERIOUS
1800,1800,1800,1800,1800,8,1,Minor
1801,1801,1801,1801,1801,5,4,MINOR
1802,1802,1802,1802,1802,6,0,CRITICAL
1803,1803,1803,1803,1803,7,4,minor
1804,1804,1804,1804,1804,3,4,minor
1805,1805,1805,1805,1805,3,5,critical
1806,1806,1806,1806,1806,8,5,minor
1807,1807,1807,1807,1807,3,0,Serious
1808,1808,1808,1808,1808,6,1,Minor
1809,1809,1809,1809,1809,8,0,Serious
1810,1810,1810,1810,1810,6,0,MINOR
1811,1811,1811,1811,1811,5,1,Serious
1812,1812,1812,1812,1812,1,3,Critical
1813,1813,1813,1813,1813,5,0,critical
1814,1814,1814,1814,1814,5,2,Minor
1815,1815,1815,1815,1815,6,0,Serious
1816,1816,1816,1816,1816,8,5,MINOR
1817,1817,1817,1817,1817,8,2,minor
1818,1818,1818,1818,1818,3,4,serious
1819,1819,1819,1819,1819,2,1,Minor
1820,1820,1820,1820,1820,1,4,Serious
1821,1821,1821,1821,1821,6,5,minor
1822,1822,1822,1822,1822,3,2,minor
1823,1823,1823,1823,1823,7,4,minor
1824,1824,1824,1824,1824,2,1,serious
1825,1825,1825,1825,1825,2,5,serious
1826,1826,1826,1826,1826,6,4,minor
1827,1827,1827,1827,1827,4,3,SERIOUS
1828,1828,1828,1828,1828,1,3,MINOR
1829,1829,1829,1829,1829,2,0,SERIOUS
1830,1830,1830,1830,1830,6,1,minor
1831,1831,1831,1831,1831,6,0,serious
1832,1832,1832,1832,1832,3,1,CRITICAL
1833,1833,1833,1833,1833,7,1,Serious
1834,1834,1834,1834,1834,4,3,serious
1835,1835,1835,1835,1835,1,1,Minor
1836,1836,1836,1836,1836,8,0,CRITICAL
1837,1837,1837,1837,1837,5,1,serious
1838,1838,1838,1838,1838,7,4,Serious
1839,1839,1839,1839,1839,7,11,Minor
1840,1840,1840,1840,1840,3,5,Serious
1841,1841,1841,1841,1841,8,2,MINOR
1842,1842,1842,1842,1842,2,3,SERIOUS
1843,1843,1843,1843,1843,2,5,minor
1844,1844,1844,1844,1844,3,1,Minor
1845,1845,1845,1845,1845,6,3,Serious
1846,1846,1846,1846,1846,2,5,serious
1847,1847,1847,1847,1847,4,2,CRITICAL
1848,1848,1848,1848,1848,1,0,Serious
1849,1849,1849,1849,1849,7,2,Serious
1850,1850,1850,1850,1850,7,1,MINOR
1851,1851,1851,1851,1851,4,4,Minor
1852,1852,1852,1852,1852,8,1,serious
1853,1853,1853,1853,1853,2,5,Serious
1854,1854,1854,1854,1854,7,3,Minor
1855,1855,1855,1855,1855,5,2,Minor
1856,1856,1856,1856,1856,8,2,serious
1857,1857,1857,1857,1857,1,1,Critical
1858,1858,1858,1858,1858,1,2,Minor
1859,1859,1859,1859,1859,7,5,Critical
1860,1860,1860,1860,1860,3,4,CRITICAL
1861,1861,1861,1861,1861,8,20,CRITICAL
1862,1862,1862,1862,1862,7,5,MINOR
1863,1863,1863,1863,1863,3,4,MINOR
1864,1864,1864,1864,1864,7,5,Serious
1865,1865,1865,1865,1865,5,4,MINOR
1866,1866,1866,1866,1866,8,5,CRITICAL
1867,1867,1867,1867,1867,6,3,Minor
1868,1868,1868,1868,1868,1,4,Serious
1869,1869,1869,1869,1869,7,1,Minor
1870,1870,1870,1870,1870,5,3,minor
1871,1871,1871,1871,1871,3,2,serious
1872,1872,1872,1872,1872,3,5,Critical
1873,1873,1873,1873,1873,1,1,Serious
1874,1874,1874,1874,1874,4,3,minor
1875,1875,1875,1875,1875,7,1,serious
1876,1876,1876,1876,1876,8,3,CRITICAL
1877,1877,1877,1877,1877,2,0,critical
1878,1878,1878,1878,1878,3,4,serious
1879,1879,1879,1879,1879,8,5,CRITICAL
1880,1880,1880,1880,1880,8,1,serious
1881,1881,1881,1881,1881,6,1,Critical
1882,1882,1882,1882,1882,8,2,Minor
1883,1883,1883,1883,1883,8,3,minor
1884,1884,1884,1884,1884,6,1,critical
1885,1885,1885,1885,1885,3,2,minor
1886,1886,1886,1886,1886,8,0,Serious
1887,1887,1887,1887,1887,4,0,MINOR
1888,1888,1888,1888,1888,4,2,Minor
1889,1889,1889,1889,1889,5,3,SERIOUS
1890,1890,1890,1890,1890,6,4,Serious
1891,1891,1891,1891,1891,5,2,SERIOUS
1892,1892,1892,1892,1892,6,5,Serious
1893,1893,1893,1893,1893,7,1,minor
1894,1894,1894,1894,1894,7,5,CRITICAL
1895,1895,1895,1895,1895,8,5,MINOR
1896,1896,1896,1896,1896,2,2,Minor
1897,1897,1897,1897,1897,7,0,Serious
1898,1898,1898,1898,1898,2,4,critical
1899,1899,1899,1899,1899,7,2,SERIOUS
1900,1900,1900,1900,1900,1,1,Serious
1901,1901,1901,1901,1901,7,4,Serious
1902,1902,1902,1902,1902,5,0,SERIOUS
1903,1903,1903,1903,1903,3,4,Serious
1904,1904,1904,1904,1904,8,0,minor
1905,1905,1905,1905,1905,5,5,Critical
1906,1906,1906,1906,1906,3,2,Serious
1907,1907,1907,1907,1907,4,2,serious
1908,1908,1908,1908,1908,5,1,Minor
1909,1909,1909,1909,1909,4,2,Critical
1910,1910,1910,1910,1910,2,2,serious
1911,1911,1911,1911,1911,2,0,SERIOUS
1912,1912,1912,1912,1912,1,3,Minor
1913,1913,1913,1913,1913,7,5,Critical
1914,1914,1914,1914,1914,5,2,CRITICAL
1915,1915,1915,1915,1915,4,0,CRITICAL
1916,1916,1916,1916,1916,3,3,Serious
1917,1917,1917,1917,1917,2,1,serious
1918,1918,1918,1918,1918,7,4,Serious
1919,1919,1919,1919,1919,2,1,Serious
1920,1920,1920,1920,1920,3,3,Critical
1921,1921,1921,1921,1921,7,3,CRITICAL
1922,1922,1922,1922,1922,7,3,SERIOUS
1923,1923,1923,1923,1923,4,0,serious
1924,1924,1924,1924,1924,4,4,critical
1925,1925,1925,1925,1925,5,5,Critical
1926,1926,1926,1926,1926,5,2,SERIOUS
1927,1927,1927,1927,1927,6,0,Serious
1928,1928,1928,1928,1928,8,0,minor
1929,1929,1929,1929,1929,6,2,MINOR
1930,1930,1930,1930,1930,1,2,SERIOUS
1931,1931,1931,1931,1931,2,5,CRITICAL
1932,1932,1932,1932,1932,5,2,critical
1933,1933,1933,1933,1933,4,3,SERIOUS
1934,1934,1934,1934,1934,3,3,MINOR
1935,1935,1935,1935,1935,4,2,serious
1936,1936,1936,1936,1936,2,1,MINOR
1937,1937,1937,1937,1937,6,3,minor
1938,1938,1938,1938,1938,4,11,Serious
1939,1939,1939,1939,1939,8,4,minor
1940,1940,1940,1940,1940,1,0,CRITICAL
1941,1941,1941,1941,1941,2,2,Serious
1942,1942,1942,1942,1942,6,3,Minor
1943,1943,1943,1943,1943,8,0,SERIOUS
1944,1944,1944,1944,1944,3,4,serious
1945,1945,1945,1945,1945,6,4,Serious
1946,1946,1946,1946,1946,7,4,MINOR
1947,1947,1947,1947,1947,8,4,Serious
1948,1948,1948,1948,1948,8,2,serious
1949,1949,1949,1949,1949,1,3,Critical
1950,1950,1950,1950,1950,2,3,minor
1951,1951,1951,1951,1951,3,4,Critical
1952,1952,1952,1952,1952,1,3,Serious
1953,1953,1953,1953,1953,6,3,critical
1954,1954,1954,1954,1954,1,5,serious
1955,1955,1955,1955,1955,8,4,Minor
1956,1956,1956,1956,1956,2,2,Serious
1957,1957,1957,1957,1957,5,4,minor
1958,1958,1958,1958,1958,1,2,Serious
1959,1959,1959,1959,1959,7,5,critical
1960,1960,1960,1960,1960,1,2,minor
1961,1961,1961,1961,1961,6,4,critical
1962,1962,1962,1962,1962,6,1,Minor
1963,1963,1963,1963,1963,3,1,MINOR
1964,1964,1964,1964,1964,6,0,MINOR
1965,1965,1965,1965,1965,4,1,Critical
1966,1966,1966,1966,1966,2,1,MINOR
1967,1967,1967,1967,1967,2,5,Serious
1968,1968,1968,1968,1968,5,4,MINOR
1969,1969,1969,1969,1969,5,5,CRITICAL
1970,1970,1970,1970,1970,2,2,serious
1971,1971,1971,1971,1971,7,5,critical
1972,1972,1972,1972,1972,5,1,critical
1973,1973,1973,1973,1973,3,2,Critical
1974,1974,1974,1974,1974,6,17,critical
1975,1975,1975,1975,1975,2,5,Critical
1976,1976,1976,1976,1976,8,4,SERIOUS
1977,1977,1977,1977,1977,5,3,serious
1978,1978,1978,1978,1978,2,4,Serious
1979,1979,1979,1979,1979,4,4,Minor
1980,1980,1980,1980,1980,1,4,Critical
1981,1981,1981,1981,1981,6,5,critical
1982,1982,1982,1982,1982,2,2,serious
1983,1983,1983,1983,1983,1,1,SERIOUS
1984,1984,1984,1984,1984,5,0,Serious
1985,1985,1985,1985,1985,1,3,SERIOUS
1986,1986,1986,1986,1986,6,0,CRITICAL
1987,1987,1987,1987,1987,2,3,serious
1988,1988,1988,1988,1988,4,5,CRITICAL
1989,1989,1989,1989,1989,7,2,CRITICAL
1990,1990,1990,1990,1990,5,4,critical
1991,1991,1991,1991,1991,2,3,MINOR
1992,1992,1992,1992,1992,6,0,MINOR
1993,1993,1993,1993,1993,5,2,serious
1994,1994,1994,1994,1994,3,2,CRITICAL
1995,1995,1995,1995,1995,1,2,minor
1996,1996,1996,1996,1996,7,1,Minor
1997,1997,1997,1997,1997,6,1,Minor
1998,1998,1998,1998,1998,3,0,critical
1999,1999,1999,1999,1999,8,5,Serious
2000,2000,2000,2000,2000,2,1,critical
2001,2001,2001,2001,2001,4,1,MINOR
2002,2002,2002,2002,2002,5,11,SERIOUS
2003,2003,2003,2003,2003,1,4,critical
2004,2004,2004,2004,2004,5,2,MINOR
2005,2005,2005,2005,2005,7,1,minor
2006,2006,2006,2006,2006,2,3,critical
2007,2007,2007,2007,2007,5,3,critical
2008,2008,2008,2008,2008,1,0,CRITICAL
2009,2009,2009,2009,2009,2,0,serious
2010,2010,2010,2010,2010,5,5,Critical
2011,2011,2011,2011,2011,4,0,Critical
2012,2012,2012,2012,2012,6,1,SERIOUS
2013,2013,2013,2013,2013,2,0,Serious
2014,2014,2014,2014,2014,6,4,SERIOUS
2015,2015,2015,2015,2015,8,1,Critical
2016,2016,2016,2016,2016,2,13,MINOR
2017,2017,2017,2017,2017,4,5,MINOR
2018,2018,2018,2018,2018,6,2,Critical
2019,2019,2019,2019,2019,3,2,critical
2020,2020,2020,2020,2020,1,0,MINOR
2021,2021,2021,2021,2021,3,2,critical
2022,2022,2022,2022,2022,5,0,Minor
2023,2023,2023,2023,2023,4,5,serious
2024,2024,2024,2024,2024,3,5,MINOR
2025,2025,2025,2025,2025,2,4,Minor
2026,2026,2026,2026,2026,5,4,SERIOUS
2027,2027,2027,2027,2027,5,3,Minor
2028,2028,2028,2028,2028,3,1,Minor
2029,2029,2029,2029,2029,8,3,Serious
2030,2030,2030,2030,2030,3,3,serious
2031,2031,2031,2031,2031,8,1,serious
2032,2032,2032,2032,2032,4,19,Serious
2033,2033,2033,2033,2033,1,1,minor
2034,2034,2034,2034,2034,3,0,Minor
2035,2035,2035,2035,2035,7,12,MINOR
2036,2036,2036,2036,2036,8,2,CRITICAL
2037,2037,2037,2037,2037,3,2,MINOR
2038,2038,2038,2038,2038,6,1,Critical
2039,2039,2039,2039,2039,2,3,serious
2040,2040,2040,2040,2040,7,5,Minor
2041,2041,2041,2041,2041,7,3,CRITICAL
2042,2042,2042,2042,2042,8,4,SERIOUS
2043,2043,2043,2043,2043,6,3,Serious
2044,2044,2044,2044,2044,6,2,Minor
2045,2045,2045,2045,2045,5,3,Minor
2046,2046,2046,2046,2046,8,4,MINOR
2047,2047,2047,2047,2047,1,1,MINOR
2048,2048,2048,2048,2048,2,4,CRITICAL
2049,2049,2049,2049,2049,4,3,Minor
2050,2050,2050,2050,2050,7,2,serious
2051,2051,2051,2051,2051,4,2,Serious
2052,2052,2052,2052,2052,3,0,SERIOUS
2053,2053,2053,2053,2053,3,14,Critical
2054,2054,2054,2054,2054,4,1,CRITICAL
2055,2055,2055,2055,2055,3,2,Critical
2056,2056,2056,2056,2056,1,3,Minor
2057,2057,2057,2057,2057,6,3,SERIOUS
2058,2058,2058,2058,2058,3,0,MINOR
2059,2059,2059,2059,2059,5,0,Critical
2060,2060,2060,2060,2060,3,4,minor
2061,2061,2061,2061,2061,2,0,CRITICAL
2062,2062,2062,2062,2062,1,0,Serious
2063,2063,2063,2063,2063,2,5,Serious
2064,2064,2064,2064,2064,2,4,critical
2065,2065,2065,2065,2065,5,0,Critical
2066,2066,2066,2066,2066,1,3,Critical
2067,2067,2067,2067,2067,1,0,minor
2068,2068,2068,2068,2068,8,0,Critical
2069,2069,2069,2069,2069,1,1,CRITICAL
2070,2070,2070,2070,2070,1,3,Critical
2071,2071,2071,2071,2071,1,2,Critical
2072,2072,2072,2072,2072,5,3,Critical
2073,2073,2073,2073,2073,3,0,CRITICAL
2074,2074,2074,2074,2074,8,3,Critical
2075,2075,2075,2075,2075,2,3,serious
