accident_key,incident_id,incident_date,day_of_week,month,year,quarter,driver_age,driver_gender,road_conditions,weather_conditions,vehicle_type,vehicle_make,vehicle_model,accident_severity,number_of_vehicles,number_of_fatalities,is_weekend,season,age_group
1723,1723,10/26/2021,,,,,,Other,WET,snow,Pickup,Hyundai,Model H,CRITICAL,6,2,False,,
1724,1724,11-04-2024,,,,,37.0,Other,ICY,Fog,Car,Honda,Model C,Serious,4,4,False,,Middle-aged
1725,1725,19/08/2021,,,,,,Other,wet,sunny,Bus,Mercedes,Model D,MINOR,6,1,False,,
1726,1726,06-25-2024,,,,,,Other,Icy,Cloudy,Truck,BMW,Model B,Serious,7,0,False,,
1727,1727,01/29/2021,,,,,78.0,Other,Muddy,Sunny,Truck,Volkswagen,Model G,critical,1,5,False,,Elderly
1728,1728,2023-08-23,Wednesday,8.0,2023.0,3.0,49.0,Other,Dry,windy,Car,Chevrolet,Model B,minor,1,4,False,Summer,Middle-aged
1729,1729,05/03/2022,,,,,36.0,Female,muddy,sunny,Pickup,Nissan,Model E,CRITICAL,7,4,False,,Middle-aged
1730,1730,25/01/2024,,,,,23.0,Other,Icy,Windy,Pickup,BMW,Model G,Serious,6,0,False,,Young
1731,1731,09-17-2023,,,,,,Male,muddy,Sunny,Car,Hyundai,Model C,Serious,7,0,False,,
1732,1732,2024-09-30,Monday,9.0,2024.0,3.0,39.0,Female,Muddy,windy,Bus,Volkswagen,Model F,MINOR,3,4,False,Fall,Middle-aged
1733,1733,04/08/2024,,,,,64.0,Female,Icy,Clear,SUV,Ford,Model H,CRITICAL,8,4,False,,Senior
1734,1734,05/04/2021,,,,,41.0,Other,dry,Windy,Van,Hyundai,Model D,minor,7,3,False,,Middle-aged
1735,1735,04/19/2021,,,,,182.0,Male,dry,Rain,Motorcycle,Chevrolet,Model B,SERIOUS,5,0,False,,
1736,1736,09-14-2024,,,,,61.0,Female,wet,snow,Bus,Audi,Model G,Serious,7,2,False,,Senior
1737,1737,2021-08-09,Monday,8.0,2021.0,3.0,26.0,Female,icy,Windy,Sedan,Mercedes,Model D,Minor,1,1,False,Summer,Adult
1738,1738,08/22/2024,,,,,,Male,Wet,Cloudy,Motorcycle,Hyundai,Model E,minor,5,4,False,,
1739,1739,2024-12-24,Tuesday,12.0,2024.0,4.0,37.0,Female,Wet,storm,Pickup,Toyota,Model H,Minor,1,5,False,Winter,Middle-aged
1740,1740,10/09/2022,,,,,,Female,Dry,Cloudy,Pickup,Nissan,Model C,SERIOUS,2,1,False,,
1741,1741,02-12-2022,,,,,43.0,Other,Dry,storm,Sedan,Nissan,Model F,minor,4,5,False,,Middle-aged
1742,1742,2021-02-14,Sunday,2.0,2021.0,1.0,28.0,Other,Muddy,Sunny,Van,Mercedes,Model C,SERIOUS,1,4,True,Winter,Adult
1743,1743,12-21-2023,,,,,81.0,Female,Dry,Cloudy,SUV,Toyota,Model B,Critical,5,0,False,,Elderly
1744,1744,07/02/2021,,,,,,Female,muddy,windy,Truck,Nissan,Model H,MINOR,2,4,False,,
1745,1745,07-04-2024,,,,,39.0,Male,DRY,Clear,Van,Volkswagen,Model G,Minor,1,1,False,,Middle-aged
1746,1746,07-19-2022,,,,,83.0,Male,muddy,Clear,Sedan,Audi,Model F,SERIOUS,3,4,False,,Elderly
1747,1747,03/02/2021,,,,,21.0,Female,Dry,rain,Van,Toyota,Model F,Critical,7,1,False,,Young
1748,1748,12/01/2022,,,,,24.0,Other,icy,Storm,Bus,Audi,Model E,Minor,4,0,False,,Young
1749,1749,02-22-2023,,,,,51.0,Other,dry,cloudy,Bus,BMW,Model A,Serious,1,5,False,,Senior
1750,1750,2024-11-06,Wednesday,11.0,2024.0,4.0,23.0,Male,Dry,windy,Truck,Volkswagen,Model C,serious,2,2,False,Fall,Young
1751,1751,08/05/2022,,,,,76.0,Female,muddy,windy,Motorcycle,Hyundai,Model E,CRITICAL,3,0,False,,Elderly
1752,1752,02/10/2022,,,,,22.0,Male,ICY,Cloudy,Sedan,Nissan,Model A,MINOR,6,1,False,,Young
1753,1753,2024-01-16,Tuesday,1.0,2024.0,1.0,,Male,ICY,rain,SUV,BMW,Model F,SERIOUS,2,5,False,Winter,
1754,1754,2024-08-29,Thursday,8.0,2024.0,3.0,20.0,Other,DRY,windy,Truck,Honda,Model B,CRITICAL,7,2,False,Summer,Young
1755,1755,14/01/2024,,,,,78.0,Other,ICY,Fog,Sedan,Ford,Model G,Minor,2,0,False,,Elderly
1756,1756,10/10/2021,,,,,154.0,Male,wet,snow,Motorcycle,Volkswagen,Model H,CRITICAL,3,3,False,,
1757,1757,10-04-2021,,,,,83.0,Male,dry,Rain,Van,Honda,Model C,Critical,2,3,False,,Elderly
1758,1758,09/05/2024,,,,,70.0,Male,Dry,Windy,Pickup,Volkswagen,Model F,MINOR,3,0,False,,Elderly
1759,1759,02/16/2024,,,,,62.0,Male,Icy,storm,Van,Nissan,Model E,serious,1,2,False,,Senior
1760,1760,10-26-2021,,,,,80.0,Female,Wet,Cloudy,Sedan,Mercedes,Model F,minor,8,2,False,,Elderly
1761,1761,28/04/2023,,,,,75.0,Male,Wet,Sunny,SUV,Chevrolet,Model H,Serious,3,3,False,,Elderly
1762,1762,28/07/2024,,,,,58.0,Other,DRY,sunny,SUV,Hyundai,Model G,Critical,3,4,False,,Senior
1763,1763,2022-01-20,Thursday,1.0,2022.0,1.0,20.0,Other,DRY,clear,Bus,BMW,Model G,Serious,4,3,False,Winter,Young
1764,1764,2022-01-14,Friday,1.0,2022.0,1.0,31.0,Female,WET,Sunny,Van,BMW,Model E,serious,3,4,False,Winter,Adult
1765,1765,06/07/2024,,,,,,Other,dry,fog,Pickup,Volkswagen,Model A,MINOR,3,4,False,,
1766,1766,2024-05-06,Monday,5.0,2024.0,2.0,,Female,Icy,fog,Pickup,Mercedes,Model D,minor,6,0,False,Spring,
1767,1767,2024-11-08,Friday,11.0,2024.0,4.0,,Male,Muddy,Windy,Car,Honda,Model A,serious,8,5,False,Fall,
1768,1768,06/12/2021,,,,,29.0,Other,Dry,Rain,Bus,Chevrolet,Model E,SERIOUS,1,3,False,,Adult
1769,1769,05/23/2024,,,,,121.0,Other,wet,Sunny,Truck,Toyota,Model D,MINOR,7,1,False,,
1770,1770,05/03/2023,,,,,27.0,Other,muddy,sunny,Pickup,BMW,Model H,Critical,4,5,False,,Adult
1771,1771,2022-01-31,Monday,1.0,2022.0,1.0,,Other,icy,cloudy,Bus,Ford,Model D,critical,6,3,False,Winter,
1772,1772,17/04/2023,,,,,76.0,Male,WET,clear,Sedan,BMW,Model A,serious,5,2,False,,Elderly
1773,1773,07/07/2022,,,,,31.0,Female,icy,rain,Van,Honda,Model A,Critical,8,5,False,,Adult
1774,1774,10/06/2024,,,,,35.0,Male,Muddy,Clear,Pickup,Honda,Model G,Critical,1,5,False,,Adult
1775,1775,06/19/2023,,,,,,Female,ICY,rain,Pickup,Mercedes,Model G,MINOR,1,2,False,,
1776,1776,27/07/2023,,,,,29.0,Male,ICY,Storm,SUV,Toyota,Model H,serious,5,3,False,,Adult
1777,1777,03-27-2021,,,,,73.0,Female,WET,sunny,Bus,Mercedes,Model C,critical,7,1,False,,Elderly
1778,1778,03/19/2023,,,,,24.0,Male,icy,sunny,Car,Hyundai,Model C,MINOR,3,3,False,,Young
1779,1779,12/12/2023,,,,,85.0,Female,Muddy,Cloudy,Bus,Nissan,Model F,minor,6,0,False,,Elderly
1780,1780,08/12/2021,,,,,,Male,Icy,Storm,Motorcycle,Volkswagen,Model D,minor,2,3,False,,
1781,1781,19/05/2022,,,,,81.0,Male,Wet,Rain,Bus,Ford,Model H,Serious,4,2,False,,Elderly
1782,1782,03/22/2021,,,,,54.0,Other,Icy,Storm,Car,Chevrolet,Model F,SERIOUS,2,4,False,,Senior
1783,1783,2021-04-11,Sunday,4.0,2021.0,2.0,25.0,Male,Muddy,Storm,SUV,Nissan,Model B,Critical,5,5,True,Spring,Young
1784,1784,20/06/2023,,,,,28.0,Female,Muddy,fog,Motorcycle,Hyundai,Model C,serious,1,1,False,,Adult
1785,1785,09/08/2022,,,,,,Female,DRY,Windy,Truck,BMW,Model F,Minor,7,4,False,,
1786,1786,06-09-2024,,,,,,Other,wet,cloudy,Car,Audi,Model A,minor,1,1,False,,
1787,1787,08-08-2023,,,,,,Other,Icy,Storm,SUV,Volkswagen,Model G,MINOR,4,4,False,,
1788,1788,2021-08-20,Friday,8.0,2021.0,3.0,33.0,Male,DRY,windy,Van,Ford,Model A,serious,1,5,False,Summer,Adult
1789,1789,04/13/2024,,,,,41.0,Other,Dry,Sunny,Pickup,Honda,Model F,CRITICAL,1,2,False,,Middle-aged
1790,1790,27/04/2023,,,,,47.0,Other,dry,Storm,Bus,Nissan,Model D,Serious,4,3,False,,Middle-aged
1791,1791,07/19/2023,,,,,,Other,dry,Windy,Car,Mercedes,Model D,Serious,6,5,False,,
1792,1792,2023-07-21,Friday,7.0,2023.0,3.0,70.0,Male,DRY,fog,Motorcycle,Chevrolet,Model F,Critical,6,0,False,Summer,Elderly
1793,1793,10-26-2022,,,,,72.0,Male,muddy,Snow,Bus,Honda,Model H,MINOR,4,0,False,,Elderly
1794,1794,2021-09-11,Saturday,9.0,2021.0,3.0,48.0,Other,Icy,storm,SUV,Audi,Model A,MINOR,7,3,True,Fall,Middle-aged
1795,1795,17/12/2024,,,,,50.0,Male,Dry,Cloudy,Sedan,Honda,Model H,serious,5,3,False,,Middle-aged
1796,1796,12-09-2023,,,,,25.0,Other,Icy,snow,Van,Ford,Model B,SERIOUS,8,3,False,,Young
1797,1797,07/06/2024,,,,,,Female,WET,fog,Van,Hyundai,Model A,Serious,1,1,False,,
1798,1798,2023-02-19,Sunday,2.0,2023.0,1.0,73.0,Other,icy,Clear,Bus,Audi,Model C,MINOR,7,5,True,Winter,Elderly
1799,1799,12-16-2021,,,,,,Female,icy,Snow,Pickup,Nissan,Model C,SERIOUS,1,5,False,,
1800,1800,2021-11-04,Thursday,11.0,2021.0,4.0,19.0,Other,ICY,Fog,Motorcycle,Hyundai,Model F,Minor,8,1,False,Fall,Young
1801,1801,2021-10-24,Sunday,10.0,2021.0,4.0,58.0,Other,Icy,Rain,Bus,Chevrolet,Model C,MINOR,5,4,True,Fall,Senior
1802,1802,2024-12-29,Sunday,12.0,2024.0,4.0,64.0,Male,Wet,Cloudy,Car,Chevrolet,Model B,CRITICAL,6,0,True,Winter,Senior
1803,1803,09/23/2022,,,,,26.0,Female,wet,storm,Sedan,Honda,Model D,minor,7,4,False,,Adult
1804,1804,2024-07-06,Saturday,7.0,2024.0,3.0,58.0,Other,WET,clear,Pickup,Ford,Model D,minor,3,4,True,Summer,Senior
1805,1805,27/09/2021,,,,,79.0,Male,WET,Clear,Car,Volkswagen,Model A,critical,3,5,False,,Elderly
1806,1806,2022-06-03,Friday,6.0,2022.0,2.0,80.0,Male,Dry,Storm,Van,Chevrolet,Model H,minor,8,5,False,Summer,Elderly
1807,1807,10/17/2023,,,,,42.0,Male,Muddy,Snow,Bus,Volkswagen,Model A,Serious,3,0,False,,Middle-aged
1808,1808,2023-10-08,Sunday,10.0,2023.0,4.0,,Other,Icy,Sunny,Van,Honda,Model B,Minor,6,1,True,Fall,
1809,1809,04/20/2024,,,,,,Male,Dry,windy,SUV,BMW,Model B,Serious,8,0,False,,
1810,1810,16/05/2024,,,,,77.0,Male,WET,Sunny,Motorcycle,Audi,Model F,MINOR,6,0,False,,Elderly
1811,1811,01-26-2024,,,,,69.0,Female,Wet,rain,Truck,Chevrolet,Model C,Serious,5,1,False,,Elderly
1812,1812,2022-03-02,Wednesday,3.0,2022.0,1.0,75.0,Other,Wet,rain,Bus,Honda,Model D,Critical,1,3,False,Spring,Elderly
1813,1813,2021-10-31,Sunday,10.0,2021.0,4.0,,Female,icy,fog,Car,BMW,Model C,critical,5,0,True,Fall,
1814,1814,2022-12-16,Friday,12.0,2022.0,4.0,21.0,Other,Icy,Rain,Sedan,Honda,Model G,Minor,5,2,False,Winter,Young
1815,1815,03/08/2021,,,,,66.0,Other,dry,cloudy,SUV,Audi,Model F,Serious,6,0,False,,Elderly
1816,1816,2021-06-29,Tuesday,6.0,2021.0,2.0,69.0,Male,ICY,sunny,Truck,Audi,Model E,MINOR,8,5,False,Summer,Elderly
1817,1817,04/05/2023,,,,,40.0,Other,Dry,clear,SUV,Toyota,Model B,minor,8,2,False,,Middle-aged
1818,1818,08/06/2022,,,,,,Other,Icy,rain,SUV,Toyota,Model F,serious,3,4,False,,
1819,1819,2024-02-26,Monday,2.0,2024.0,1.0,20.0,Other,dry,Cloudy,Pickup,Volkswagen,Model E,Minor,2,1,False,Winter,Young
1820,1820,22/07/2023,,,,,61.0,Other,DRY,snow,Van,Honda,Model H,Serious,1,4,False,,Senior
1821,1821,2021-03-15,Monday,3.0,2021.0,1.0,,Male,Icy,Clear,Motorcycle,Nissan,Model A,minor,6,5,False,Spring,
1822,1822,09-05-2022,,,,,53.0,Female,Wet,clear,Van,Ford,Model B,minor,3,2,False,,Senior
1823,1823,26/05/2023,,,,,,Female,muddy,clear,Bus,Hyundai,Model A,minor,7,4,False,,
1824,1824,2023-08-23,Wednesday,8.0,2023.0,3.0,73.0,Male,Muddy,Snow,Van,Nissan,Model F,serious,2,1,False,Summer,Elderly
1825,1825,23/11/2024,,,,,80.0,Female,muddy,snow,Pickup,Audi,Model E,serious,2,5,False,,Elderly
1826,1826,04/28/2023,,,,,31.0,Male,Icy,Sunny,Truck,Honda,Model A,minor,6,4,False,,Adult
1827,1827,08/12/2021,,,,,,Male,Wet,Sunny,Van,Ford,Model H,SERIOUS,4,3,False,,
1828,1828,06-29-2021,,,,,55.0,Female,icy,clear,Sedan,Mercedes,Model B,MINOR,1,3,False,,Senior
1829,1829,12/18/2024,,,,,,Other,ICY,Cloudy,Pickup,Toyota,Model F,SERIOUS,2,0,False,,
1830,1830,12-13-2023,,,,,45.0,Other,Wet,storm,Motorcycle,Toyota,Model G,minor,6,1,False,,Middle-aged
1831,1831,06/12/2024,,,,,159.0,Other,ICY,Snow,Motorcycle,Toyota,Model F,serious,6,0,False,,
1832,1832,10/06/2023,,,,,57.0,Other,Muddy,Sunny,Car,Mercedes,Model E,CRITICAL,3,1,False,,Senior
1833,1833,18/08/2022,,,,,33.0,Other,WET,Fog,Pickup,Mercedes,Model G,Serious,7,1,False,,Adult
1834,1834,02-19-2021,,,,,61.0,Female,Dry,snow,Motorcycle,Audi,Model H,serious,4,3,False,,Senior
1835,1835,03/01/2022,,,,,34.0,Other,muddy,Rain,Motorcycle,Honda,Model F,Minor,1,1,False,,Adult
1836,1836,11/15/2022,,,,,26.0,Other,icy,Clear,Truck,Hyundai,Model F,CRITICAL,8,0,False,,Adult
1837,1837,2024-08-04,Sunday,8.0,2024.0,3.0,,Other,Muddy,Cloudy,Bus,Chevrolet,Model G,serious,5,1,True,Summer,
1838,1838,31/07/2022,,,,,59.0,Other,Wet,fog,Car,Nissan,Model C,Serious,7,4,False,,Senior
1839,1839,07/09/2022,,,,,58.0,Female,DRY,Snow,Pickup,Audi,Model D,Minor,7,11,False,,Senior
1840,1840,2021-01-13,Wednesday,1.0,2021.0,1.0,78.0,Other,Wet,Storm,Motorcycle,Honda,Model A,Serious,3,5,False,Winter,Elderly
1841,1841,11/14/2022,,,,,60.0,Other,Wet,windy,Truck,Audi,Model H,MINOR,8,2,False,,Senior
1842,1842,01/03/2021,,,,,59.0,Female,ICY,fog,Sedan,Hyundai,Model G,SERIOUS,2,3,False,,Senior
1843,1843,11/24/2022,,,,,47.0,Other,DRY,Storm,Pickup,Audi,Model G,minor,2,5,False,,Middle-aged
1844,1844,03/14/2021,,,,,49.0,Female,dry,clear,Pickup,Hyundai,Model G,Minor,3,1,False,,Middle-aged
1845,1845,01-05-2024,,,,,20.0,Female,ICY,Storm,Motorcycle,BMW,Model G,Serious,6,3,False,,Young
1846,1846,25/04/2021,,,,,67.0,Male,icy,snow,Sedan,Hyundai,Model E,serious,2,5,False,,Elderly
1847,1847,10/20/2024,,,,,28.0,Other,icy,snow,Sedan,Nissan,Model B,CRITICAL,4,2,False,,Adult
1848,1848,11-04-2024,,,,,52.0,Female,ICY,Fog,SUV,Nissan,Model B,Serious,1,0,False,,Senior
1849,1849,16/05/2021,,,,,,Male,ICY,snow,Truck,Hyundai,Model B,Serious,7,2,False,,
1850,1850,05/03/2021,,,,,53.0,Other,Wet,clear,Motorcycle,Toyota,Model G,MINOR,7,1,False,,Senior
1851,1851,12/31/2023,,,,,25.0,Female,Muddy,Snow,Sedan,Mercedes,Model C,Minor,4,4,False,,Young
1852,1852,2024-05-03,Friday,5.0,2024.0,2.0,18.0,Other,icy,Snow,Motorcycle,Chevrolet,Model C,serious,8,1,False,Spring,Young
1853,1853,24/09/2022,,,,,79.0,Other,Muddy,Sunny,Pickup,Toyota,Model B,Serious,2,5,False,,Elderly
1854,1854,06/03/2021,,,,,58.0,Male,WET,Fog,Truck,Honda,Model E,Minor,7,3,False,,Senior
1855,1855,05/02/2022,,,,,43.0,Other,WET,Sunny,SUV,Mercedes,Model A,Minor,5,2,False,,Middle-aged
1856,1856,12/12/2023,,,,,33.0,Other,Icy,Cloudy,Sedan,Ford,Model H,serious,8,2,False,,Adult
1857,1857,03/18/2021,,,,,42.0,Female,Wet,cloudy,SUV,Honda,Model E,Critical,1,1,False,,Middle-aged
1858,1858,02/21/2021,,,,,49.0,Other,DRY,windy,Pickup,Mercedes,Model D,Minor,1,2,False,,Middle-aged
1859,1859,11/28/2022,,,,,19.0,Male,ICY,storm,Car,BMW,Model H,Critical,7,5,False,,Young
1860,1860,2022-11-02,Wednesday,11.0,2022.0,4.0,55.0,Female,ICY,cloudy,Bus,BMW,Model G,CRITICAL,3,4,False,Fall,Senior
1861,1861,07-21-2021,,,,,,Female,Dry,Clear,Motorcycle,Ford,Model G,CRITICAL,8,20,False,,
1862,1862,2021-09-29,Wednesday,9.0,2021.0,3.0,28.0,Other,Dry,windy,Pickup,Ford,Model F,MINOR,7,5,False,Fall,Adult
1863,1863,03/16/2021,,,,,36.0,Female,icy,storm,Van,Mercedes,Model H,MINOR,3,4,False,,Middle-aged
1864,1864,09/01/2021,,,,,38.0,Other,dry,Cloudy,SUV,Mercedes,Model G,Serious,7,5,False,,Middle-aged
1865,1865,02/05/2024,,,,,31.0,Male,WET,Fog,Pickup,Toyota,Model G,MINOR,5,4,False,,Adult
1866,1866,2021-04-05,Monday,4.0,2021.0,2.0,43.0,Female,ICY,windy,Sedan,BMW,Model H,CRITICAL,8,5,False,Spring,Middle-aged
1867,1867,11/09/2024,,,,,38.0,Other,Muddy,snow,Bus,Ford,Model F,Minor,6,3,False,,Middle-aged
1868,1868,02/10/2022,,,,,20.0,Female,dry,Fog,Car,Volkswagen,Model H,Serious,1,4,False,,Young
1869,1869,2022-02-15,Tuesday,2.0,2022.0,1.0,,Male,Wet,Fog,Pickup,Mercedes,Model C,Minor,7,1,False,Winter,
1870,1870,07-21-2022,,,,,65.0,Female,ICY,Cloudy,Car,Audi,Model C,minor,5,3,False,,Senior
1871,1871,2022-07-13,Wednesday,7.0,2022.0,3.0,,Other,DRY,Clear,Pickup,BMW,Model B,serious,3,2,False,Summer,
1872,1872,2022-07-15,Friday,7.0,2022.0,3.0,21.0,Male,Muddy,Snow,Pickup,Ford,Model G,Critical,3,5,False,Summer,Young
1873,1873,29/06/2024,,,,,68.0,Male,Icy,Windy,Van,Toyota,Model E,Serious,1,1,False,,Elderly
1874,1874,17/01/2024,,,,,,Other,ICY,windy,SUV,Audi,Model G,minor,4,3,False,,
1875,1875,10/17/2021,,,,,54.0,Other,Muddy,Fog,Motorcycle,Ford,Model C,serious,7,1,False,,Senior
1876,1876,2021-12-17,Friday,12.0,2021.0,4.0,23.0,Other,WET,Cloudy,Pickup,Audi,Model D,CRITICAL,8,3,False,Winter,Young
1877,1877,06/09/2024,,,,,34.0,Other,Icy,Clear,Car,BMW,Model D,critical,2,0,False,,Adult
1878,1878,03/01/2021,,,,,35.0,Female,ICY,snow,Sedan,Honda,Model D,serious,3,4,False,,Adult
1879,1879,2021-04-21,Wednesday,4.0,2021.0,2.0,,Male,wet,fog,Truck,Audi,Model E,CRITICAL,8,5,False,Spring,
1880,1880,2023-03-14,Tuesday,3.0,2023.0,1.0,48.0,Male,icy,windy,Bus,BMW,Model E,serious,8,1,False,Spring,Middle-aged
1881,1881,05-05-2024,,,,,,Female,wet,Cloudy,SUV,Nissan,Model A,Critical,6,1,False,,
1882,1882,03/07/2023,,,,,28.0,Female,Dry,Fog,Van,Hyundai,Model H,Minor,8,2,False,,Adult
1883,1883,02/10/2022,,,,,81.0,Other,muddy,fog,Sedan,Audi,Model A,minor,8,3,False,,Elderly
1884,1884,12/08/2023,,,,,71.0,Other,Wet,cloudy,Motorcycle,Hyundai,Model D,critical,6,1,False,,Elderly
1885,1885,12-01-2024,,,,,37.0,Female,ICY,Clear,Bus,BMW,Model G,minor,3,2,False,,Middle-aged
1886,1886,12-25-2024,,,,,44.0,Female,Icy,Storm,Bus,Honda,Model F,Serious,8,0,False,,Middle-aged
1887,1887,10-22-2021,,,,,51.0,Male,Icy,Rain,Bus,Toyota,Model A,MINOR,4,0,False,,Senior
1888,1888,2023-03-14,Tuesday,3.0,2023.0,1.0,,Female,WET,Windy,Car,Ford,Model B,Minor,4,2,False,Spring,
1889,1889,09/24/2024,,,,,,Male,Icy,sunny,Car,Mercedes,Model F,SERIOUS,5,3,False,,
1890,1890,2023-09-26,Tuesday,9.0,2023.0,3.0,148.0,Female,Dry,snow,Sedan,Hyundai,Model D,Serious,6,4,False,Fall,
1891,1891,2023-09-01,Friday,9.0,2023.0,3.0,149.0,Female,Dry,Storm,Bus,BMW,Model E,SERIOUS,5,2,False,Fall,
1892,1892,08/09/2023,,,,,35.0,Male,Icy,Sunny,Motorcycle,Mercedes,Model D,Serious,6,5,False,,Adult
1893,1893,15/12/2022,,,,,68.0,Other,ICY,Clear,Pickup,Volkswagen,Model E,minor,7,1,False,,Elderly
1894,1894,07/30/2021,,,,,,Female,dry,clear,SUV,Toyota,Model E,CRITICAL,7,5,False,,
1895,1895,02/13/2024,,,,,71.0,Male,Muddy,clear,Truck,Mercedes,Model H,MINOR,8,5,False,,Elderly
1896,1896,01/04/2023,,,,,195.0,Other,wet,storm,Van,Hyundai,Model B,Minor,2,2,False,,
1897,1897,05/15/2022,,,,,,Other,ICY,fog,Bus,Audi,Model H,Serious,7,0,False,,
1898,1898,2022-11-29,Tuesday,11.0,2022.0,4.0,,Other,Icy,cloudy,Sedan,Honda,Model B,critical,2,4,False,Fall,
1899,1899,11/22/2024,,,,,28.0,Male,muddy,storm,SUV,Honda,Model B,SERIOUS,7,2,False,,Adult
1900,1900,02/12/2022,,,,,39.0,Male,dry,Windy,Truck,Ford,Model H,Serious,1,1,False,,Middle-aged
1901,1901,09-19-2024,,,,,18.0,Female,Icy,Windy,SUV,Volkswagen,Model G,Serious,7,4,False,,Young
1902,1902,2023-09-24,Sunday,9.0,2023.0,3.0,54.0,Other,muddy,Clear,Pickup,Chevrolet,Model B,SERIOUS,5,0,True,Fall,Senior
1903,1903,05-05-2024,,,,,67.0,Female,Icy,Rain,Van,Toyota,Model D,Serious,3,4,False,,Elderly
1904,1904,27/12/2021,,,,,,Other,Dry,fog,SUV,Audi,Model D,minor,8,0,False,,
1905,1905,2024-05-10,Friday,5.0,2024.0,2.0,,Male,wet,Snow,Bus,Chevrolet,Model C,Critical,5,5,False,Spring,
1906,1906,06/05/2024,,,,,59.0,Other,Wet,Windy,Pickup,Audi,Model A,Serious,3,2,False,,Senior
1907,1907,10/10/2023,,,,,54.0,Other,wet,Cloudy,Truck,Chevrolet,Model G,serious,4,2,False,,Senior
1908,1908,03-22-2022,,,,,83.0,Male,wet,Sunny,Pickup,Volkswagen,Model B,Minor,5,1,False,,Elderly
1909,1909,07-26-2024,,,,,32.0,Other,WET,Windy,Truck,Mercedes,Model D,Critical,4,2,False,,Adult
1910,1910,17/07/2023,,,,,,Other,wet,rain,Motorcycle,Hyundai,Model F,serious,2,2,False,,
1911,1911,29/03/2024,,,,,44.0,Male,muddy,Rain,Bus,Mercedes,Model G,SERIOUS,2,0,False,,Middle-aged
1912,1912,10-11-2022,,,,,,Male,dry,Windy,Pickup,Volkswagen,Model E,Minor,1,3,False,,
1913,1913,06-10-2023,,,,,45.0,Female,Icy,Cloudy,Car,Audi,Model A,Critical,7,5,False,,Middle-aged
1914,1914,2024-04-08,Monday,4.0,2024.0,2.0,64.0,Other,ICY,fog,Sedan,Honda,Model B,CRITICAL,5,2,False,Spring,Senior
1915,1915,12/11/2023,,,,,47.0,Other,Wet,Storm,Van,Mercedes,Model C,CRITICAL,4,0,False,,Middle-aged
1916,1916,2022-08-26,Friday,8.0,2022.0,3.0,50.0,Other,Wet,cloudy,Van,Hyundai,Model H,Serious,3,3,False,Summer,Middle-aged
1917,1917,30/01/2024,,,,,,Female,DRY,windy,Truck,Mercedes,Model B,serious,2,1,False,,
1918,1918,21/02/2024,,,,,,Female,icy,snow,SUV,Toyota,Model H,Serious,7,4,False,,
1919,1919,01/08/2022,,,,,,Male,Muddy,windy,Motorcycle,Audi,Model A,Serious,2,1,False,,
1920,1920,12-09-2024,,,,,44.0,Female,Muddy,Rain,Bus,Nissan,Model C,Critical,3,3,False,,Middle-aged
1921,1921,04-12-2023,,,,,59.0,Other,dry,rain,Car,Hyundai,Model C,CRITICAL,7,3,False,,Senior
1922,1922,2023-08-31,Thursday,8.0,2023.0,3.0,39.0,Other,Dry,Cloudy,Motorcycle,Nissan,Model A,SERIOUS,7,3,False,Summer,Middle-aged
1923,1923,02-12-2024,,,,,54.0,Other,muddy,windy,Car,Toyota,Model H,serious,4,0,False,,Senior
1924,1924,11/12/2021,,,,,49.0,Other,Icy,Fog,Sedan,Mercedes,Model C,critical,4,4,False,,Middle-aged
1925,1925,2021-01-24,Sunday,1.0,2021.0,1.0,,Female,muddy,clear,Sedan,Hyundai,Model C,Critical,5,5,True,Winter,
1926,1926,2021-02-02,Tuesday,2.0,2021.0,1.0,,Female,Dry,snow,SUV,Hyundai,Model C,SERIOUS,5,2,False,Winter,
1927,1927,09/24/2023,,,,,,Other,Icy,Sunny,Van,BMW,Model G,Serious,6,0,False,,
1928,1928,09/10/2021,,,,,,Female,Dry,sunny,Motorcycle,Chevrolet,Model F,minor,8,0,False,,
1929,1929,07-23-2023,,,,,,Other,muddy,Windy,Sedan,Volkswagen,Model H,MINOR,6,2,False,,
1930,1930,2024-06-30,Sunday,6.0,2024.0,2.0,,Other,dry,clear,Bus,Volkswagen,Model C,SERIOUS,1,2,True,Summer,
1931,1931,11/10/2023,,,,,176.0,Female,Dry,Snow,Motorcycle,Audi,Model C,CRITICAL,2,5,False,,
1932,1932,2022-04-08,Friday,4.0,2022.0,2.0,38.0,Other,wet,clear,Sedan,Chevrolet,Model C,critical,5,2,False,Spring,Middle-aged
1933,1933,2024-05-23,Thursday,5.0,2024.0,2.0,,Female,Icy,Fog,Car,Toyota,Model C,SERIOUS,4,3,False,Spring,
1934,1934,18/10/2023,,,,,72.0,Other,dry,Windy,Bus,Mercedes,Model A,MINOR,3,3,False,,Elderly
1935,1935,10/25/2023,,,,,53.0,Male,Icy,sunny,Motorcycle,Volkswagen,Model A,serious,4,2,False,,Senior
1936,1936,03-10-2021,,,,,124.0,Female,Icy,Storm,SUV,Nissan,Model A,MINOR,2,1,False,,
1937,1937,08/20/2021,,,,,51.0,Female,WET,Rain,Van,Volkswagen,Model D,minor,6,3,False,,Senior
1938,1938,12-15-2023,,,,,44.0,Female,WET,sunny,Pickup,Nissan,Model A,Serious,4,11,False,,Middle-aged
