incident_id,incident_date,driver_age,road_conditions,weather_conditions,accident_severity,number_of_vehicles,number_of_fatalities
1078,2022-04-01,,Muddy,windy,MINOR,8,3
1079,04/01/2023,65.0,muddy,Windy,Serious,8,2
1080,04/07/2024,18.0,ICY,Sunny,Critical,6,2
1081,2021-05-13,27.0,muddy,cloudy,minor,4,3
1082,15/08/2024,42.0,WET,Cloudy,MINOR,8,4
1083,2022-11-11,,DRY,snow,Serious,4,0
1084,2023-08-03,67.0,Wet,Sunny,Critical,5,0
1085,03/21/2024,54.0,Dry,Sunny,Serious,8,0
1086,23/02/2023,79.0,ICY,Cloudy,Minor,2,5
1087,16/03/2022,,Wet,fog,critical,4,2
1088,03/07/2023,38.0,wet,rain,Serious,4,5
1089,06/22/2024,31.0,dry,storm,CRITICAL,2,0
1090,02/02/2024,30.0,icy,Sunny,CRITICAL,8,3
1091,2023-02-24,19.0,DRY,sunny,Serious,2,2
1092,02/13/2022,,Wet,Clear,Critical,4,1
1093,01-19-2024,,wet,Storm,CRITICAL,2,4
1094,01/06/2023,19.0,Dry,Clear,CRITICAL,4,4
1095,04/03/2024,69.0,dry,fog,MINOR,4,3
1096,2022-01-04,72.0,ICY,cloudy,Serious,5,3
1097,2024-05-07,75.0,wet,sunny,CRITICAL,1,5
1098,2022-07-30,60.0,icy,Rain,Critical,4,4
1099,08-25-2023,32.0,muddy,cloudy,Minor,8,1
1100,2021-11-23,67.0,dry,Snow,SERIOUS,3,3
1101,2024-09-07,18.0,muddy,sunny,Minor,6,0
1102,12/29/2023,51.0,Wet,snow,MINOR,7,1
1103,03/26/2022,,Muddy,Snow,MINOR,1,1
1104,2021-12-22,76.0,ICY,Rain,Minor,1,0
1105,04/28/2024,23.0,Dry,fog,Serious,1,0
1106,2024-04-26,,WET,Windy,Minor,5,1
1107,12/05/2024,65.0,wet,Windy,SERIOUS,4,0
1108,01-21-2022,55.0,DRY,Clear,Critical,5,3
1109,01/16/2024,154.0,ICY,Sunny,minor,4,2
1110,22/04/2022,,muddy,cloudy,SERIOUS,8,3
1111,2023-09-06,161.0,Icy,cloudy,Critical,5,0
1112,2024-06-11,134.0,dry,Snow,CRITICAL,5,4
1113,25/09/2021,170.0,icy,Sunny,Critical,6,10
1114,2022-10-25,,wet,Rain,MINOR,3,0
1115,10-30-2021,,DRY,windy,CRITICAL,5,5
1116,12/14/2023,,Muddy,cloudy,minor,6,4
1117,18/09/2024,73.0,icy,Cloudy,minor,2,2
1118,09-11-2022,76.0,muddy,rain,serious,3,4
1119,06/14/2023,85.0,Wet,sunny,CRITICAL,8,5
1120,12-23-2021,161.0,Dry,cloudy,MINOR,5,2
1121,10/06/2024,30.0,Dry,fog,serious,7,5
1122,21/04/2024,28.0,dry,snow,SERIOUS,1,2
1123,11/11/2024,56.0,Dry,Snow,Minor,2,4
1124,01/04/2021,152.0,WET,Rain,minor,2,2
1125,2024-03-08,28.0,DRY,windy,critical,8,3
1126,05/18/2024,32.0,Icy,clear,Minor,6,1
1127,08/02/2024,56.0,Dry,Cloudy,MINOR,2,0
1128,2021-06-09,49.0,icy,Clear,SERIOUS,3,3
1129,2022-10-17,193.0,wet,Clear,critical,5,5
1130,07-01-2021,73.0,icy,cloudy,SERIOUS,5,4
1131,19/11/2022,41.0,Muddy,Windy,CRITICAL,7,1
1132,27/05/2022,69.0,DRY,Sunny,MINOR,8,5
1133,10/08/2021,52.0,WET,windy,CRITICAL,1,0
1134,06-17-2023,,Wet,Clear,minor,6,2
1135,07/10/2023,,icy,Storm,minor,1,4
1136,2023-02-08,53.0,Dry,cloudy,critical,2,5
1137,09-09-2023,58.0,Dry,storm,critical,8,3
1138,2022-04-07,,DRY,rain,SERIOUS,7,2
1139,31/05/2021,,DRY,sunny,Minor,1,5
1140,02/11/2021,54.0,muddy,sunny,SERIOUS,3,1
1141,15/12/2021,76.0,DRY,fog,SERIOUS,5,5
1142,06/03/2021,60.0,DRY,Snow,minor,2,4
1143,05-01-2024,19.0,wet,windy,Serious,7,1
1144,03/06/2023,74.0,Wet,clear,Critical,1,1
1145,2023-06-09,,Wet,Clear,minor,6,0
1146,07/27/2021,39.0,Dry,sunny,Serious,3,0
1147,02/09/2024,22.0,muddy,clear,critical,3,1
1148,31/07/2022,28.0,DRY,Sunny,critical,1,1
1149,03/16/2023,62.0,icy,cloudy,critical,5,4
1150,2023-01-09,,wet,rain,Minor,1,3
1151,06/29/2021,56.0,Wet,sunny,critical,2,2
1152,2022-02-13,77.0,Wet,storm,SERIOUS,1,3
1153,2022-02-28,,dry,Cloudy,Minor,3,3
1154,08/21/2022,63.0,wet,Cloudy,critical,7,4
1155,03/26/2023,20.0,Dry,Rain,Critical,1,22
1156,07/08/2024,80.0,WET,Rain,Serious,5,4
1157,21/02/2023,34.0,ICY,rain,CRITICAL,8,2
1158,24/06/2022,33.0,icy,clear,SERIOUS,7,4
1159,05/07/2022,,Wet,Storm,minor,6,4
1160,27/11/2024,,DRY,storm,CRITICAL,4,1
1161,06/12/2022,40.0,Muddy,Cloudy,serious,1,2
1162,2024-04-22,69.0,Muddy,Storm,serious,5,0
1163,05/05/2021,45.0,wet,rain,serious,7,2
1164,01/02/2024,58.0,Muddy,Rain,Minor,5,5
1165,28/04/2022,58.0,WET,windy,serious,6,2
1166,03-13-2021,46.0,Dry,Sunny,critical,3,1
1167,19/10/2024,77.0,ICY,Clear,CRITICAL,5,5
1168,2023-07-09,38.0,Muddy,Storm,CRITICAL,7,2
1169,12/09/2021,54.0,Dry,Windy,minor,5,3
1170,2023-05-18,,icy,sunny,Serious,5,0
1171,10/31/2024,40.0,ICY,Rain,Serious,5,0
1172,05-03-2024,71.0,dry,Clear,serious,2,2
1173,2021-05-18,21.0,DRY,Rain,Serious,2,3
1174,14/02/2024,82.0,DRY,Rain,serious,3,1
1175,07/20/2022,70.0,ICY,Fog,SERIOUS,1,2
1176,12/05/2024,49.0,dry,snow,Minor,5,5
1177,2023-04-29,,wet,Storm,Serious,6,4
1178,03-06-2024,65.0,ICY,storm,Critical,1,3
1179,05/08/2021,,Icy,Clear,minor,6,1
1180,08-09-2022,67.0,DRY,Snow,critical,1,3
1181,06/25/2022,38.0,ICY,fog,Minor,3,2
1182,2021-03-18,48.0,Muddy,rain,minor,5,2
1183,2023-04-06,,Muddy,storm,MINOR,5,3
1184,31/05/2024,59.0,Muddy,Sunny,CRITICAL,4,0
1185,22/03/2023,,DRY,Sunny,SERIOUS,6,3
1186,2022-05-02,,Icy,Fog,Serious,1,3
1187,09/01/2023,,DRY,Windy,critical,1,5
1188,09-13-2022,74.0,Muddy,windy,MINOR,8,11
1189,2024-11-03,77.0,WET,Fog,CRITICAL,8,1
1190,2022-04-12,60.0,Dry,Sunny,Serious,2,4
1191,27/06/2023,49.0,ICY,Rain,Minor,4,0
1192,04/05/2023,18.0,dry,Cloudy,SERIOUS,7,3
1193,2023-06-24,70.0,ICY,windy,SERIOUS,8,0
1194,04-14-2023,67.0,DRY,snow,SERIOUS,7,5
1195,26/04/2021,,ICY,Clear,CRITICAL,2,3
1196,30/09/2022,33.0,ICY,Fog,Minor,2,1
1197,10/12/2023,21.0,ICY,Sunny,Critical,2,2
1198,30/01/2022,25.0,muddy,Sunny,minor,6,4
1199,2021-04-29,23.0,Muddy,Windy,serious,6,4
1200,2023-07-24,83.0,Wet,rain,serious,3,1
1201,09/01/2023,33.0,WET,Windy,critical,3,5
1202,08/09/2023,,ICY,Snow,MINOR,2,3
1203,2021-03-04,32.0,muddy,rain,CRITICAL,4,4
1204,29/09/2023,61.0,muddy,Rain,serious,1,5
1205,30/08/2023,,muddy,Windy,serious,6,2
1206,01/12/2021,,WET,sunny,MINOR,4,5
1207,2024-11-11,60.0,Muddy,sunny,SERIOUS,5,0
1208,26/02/2021,80.0,Wet,Snow,serious,6,4
1209,17/03/2024,61.0,icy,Cloudy,Minor,6,2
1210,03/30/2022,75.0,Dry,rain,minor,3,16
1211,04-19-2023,22.0,icy,Storm,MINOR,1,2
1212,2024-10-29,54.0,Muddy,Rain,MINOR,1,0
1213,09/28/2021,,DRY,windy,serious,8,2
1214,06-01-2022,55.0,Icy,Snow,Minor,7,3
1215,23/12/2024,57.0,icy,Storm,Serious,7,2
1216,02/11/2023,55.0,WET,windy,MINOR,7,4
1217,09/11/2022,,Wet,Clear,minor,7,5
1218,2021-07-29,55.0,Muddy,sunny,Critical,5,2
1219,09/18/2024,47.0,WET,Cloudy,critical,5,2
1220,01/05/2024,,DRY,Sunny,SERIOUS,6,0
1221,10/08/2021,,Dry,cloudy,minor,2,4
1222,07/21/2022,51.0,Muddy,Fog,SERIOUS,3,3
1223,12/27/2024,84.0,dry,cloudy,CRITICAL,3,3
1224,11-26-2023,39.0,Icy,storm,minor,7,2
1225,13/05/2024,82.0,Dry,Cloudy,Serious,6,3
1226,10-14-2021,80.0,Wet,windy,critical,8,1
1227,16/06/2022,79.0,Icy,Cloudy,SERIOUS,4,0
1228,03-14-2021,,DRY,sunny,critical,2,5
1229,04/12/2022,128.0,icy,Snow,SERIOUS,6,5
1230,12-31-2023,46.0,WET,windy,Critical,2,2
1231,01-05-2023,,muddy,Sunny,Critical,2,0
1232,2024-02-18,33.0,ICY,Windy,SERIOUS,2,5
1233,07-19-2021,76.0,Muddy,cloudy,minor,6,4
1234,19/02/2024,19.0,ICY,clear,Serious,7,2
1235,10/24/2024,85.0,Icy,snow,CRITICAL,3,5
1236,03/04/2022,64.0,DRY,storm,MINOR,3,5
1237,11/10/2022,30.0,Dry,Rain,CRITICAL,7,4
1238,08/30/2021,52.0,wet,Clear,minor,2,0
1239,2024-06-25,28.0,Wet,snow,Minor,4,0
1240,02/03/2022,84.0,ICY,clear,Critical,1,2
1241,09/04/2022,,Dry,clear,Serious,6,5
1242,02-15-2022,49.0,Muddy,Clear,critical,1,5
1243,2023-07-27,,icy,sunny,CRITICAL,8,1
1244,01/05/2022,52.0,Icy,fog,critical,7,0
1245,29/12/2021,42.0,Wet,Clear,serious,4,3
1246,07/15/2023,34.0,WET,Snow,Critical,6,2
1247,11/21/2021,47.0,icy,Storm,minor,7,0
1248,12/06/2024,,icy,Sunny,minor,2,3
1249,29/05/2023,30.0,ICY,Clear,Critical,3,2
1250,03-19-2021,58.0,icy,Fog,serious,1,4
1251,10/22/2022,79.0,Wet,sunny,Serious,5,3
1252,09/01/2021,,WET,rain,MINOR,5,2
1253,21/11/2024,,WET,cloudy,critical,4,3
1254,07/30/2021,,WET,Snow,Serious,2,10
1255,04/04/2021,80.0,wet,Clear,CRITICAL,8,2
1256,02/12/2023,175.0,Wet,Sunny,critical,1,4
1257,07/11/2024,74.0,muddy,cloudy,serious,2,0
1258,01/10/2023,76.0,Icy,clear,CRITICAL,1,0
1259,2023-04-07,70.0,WET,Windy,minor,4,2
1260,05/04/2022,40.0,wet,windy,MINOR,4,1
1261,14/02/2021,54.0,DRY,sunny,MINOR,8,5
1262,01/21/2023,49.0,Muddy,Storm,Minor,5,0
1263,08/04/2024,82.0,Icy,Sunny,SERIOUS,2,4
1264,04/09/2021,41.0,Wet,rain,minor,6,2
1265,2024-11-13,83.0,Wet,sunny,serious,5,0
1266,06/29/2023,26.0,ICY,storm,serious,2,2
1267,2021-11-10,30.0,muddy,fog,MINOR,5,1
1268,05/11/2024,41.0,muddy,Fog,SERIOUS,6,5
1269,2024-09-17,,ICY,Cloudy,serious,3,4
1270,12/02/2023,,Icy,snow,MINOR,3,2
1271,08/03/2021,,wet,Clear,Critical,8,3
1272,08-06-2021,85.0,Wet,windy,Serious,3,3
1273,08/12/2023,44.0,Muddy,storm,critical,3,3
1274,20/04/2023,38.0,Muddy,Snow,critical,7,4
1275,10/14/2023,,DRY,Windy,CRITICAL,1,3
1276,2022-04-26,38.0,Icy,clear,serious,7,20
1277,2024-10-07,84.0,DRY,Sunny,Serious,7,4
1278,08/15/2021,71.0,wet,Clear,SERIOUS,8,5
1279,04/07/2021,51.0,Icy,cloudy,serious,7,2
1280,07/27/2021,56.0,Icy,fog,Serious,3,3
1281,30/08/2022,63.0,Icy,fog,MINOR,6,5
1282,12/24/2021,57.0,Muddy,fog,Serious,8,2
1283,10/18/2024,71.0,WET,Cloudy,SERIOUS,8,4
1284,2021-04-04,,icy,Storm,Minor,4,1
1285,11/10/2021,70.0,ICY,Rain,critical,8,4
1286,01/03/2023,76.0,Muddy,Clear,Minor,4,4
1287,10/07/2021,145.0,Wet,Cloudy,Critical,8,0
1288,08/22/2021,,WET,Cloudy,Critical,1,5
1289,03/01/2023,65.0,Dry,Cloudy,Serious,3,0
1290,2021-12-08,,wet,Fog,CRITICAL,8,2
1291,11-26-2024,43.0,icy,Snow,Serious,3,3
1292,08-01-2021,74.0,wet,sunny,MINOR,3,0
1293,10-21-2024,49.0,Icy,storm,CRITICAL,5,0
1294,2024-06-06,,Wet,Storm,Serious,8,2
1295,11-02-2024,78.0,ICY,clear,serious,2,3
1296,17/09/2023,67.0,icy,storm,Serious,5,1
1297,23/04/2023,80.0,muddy,cloudy,minor,2,4
1298,09-03-2024,,wet,windy,serious,3,1
1299,26/03/2024,25.0,icy,storm,serious,3,5
1300,10-03-2024,,WET,storm,SERIOUS,5,4
1301,2024-06-20,65.0,Dry,Clear,MINOR,5,1
1302,09-17-2024,78.0,icy,rain,Minor,2,2
1303,08/06/2024,,DRY,Windy,serious,4,4
1304,2024-06-09,70.0,ICY,Storm,CRITICAL,2,2
1305,08/10/2024,56.0,Icy,Rain,minor,5,2
1306,13/10/2023,74.0,Dry,Sunny,SERIOUS,6,5
1307,04/10/2023,,Muddy,cloudy,SERIOUS,5,2
1308,2022-07-24,51.0,Icy,clear,serious,6,4
1309,02/04/2022,20.0,Icy,Windy,Minor,1,5
1310,2022-04-27,,icy,cloudy,Critical,5,1
1311,29/06/2023,58.0,WET,Sunny,Critical,1,2
1312,18/10/2023,75.0,Dry,snow,CRITICAL,4,1
1313,16/10/2023,59.0,Muddy,Windy,MINOR,2,2
1314,04/07/2023,60.0,Dry,Snow,serious,6,0
1315,07/06/2021,,Dry,Cloudy,minor,2,5
1316,11/08/2023,20.0,Wet,Rain,minor,1,2
1317,30/11/2022,,muddy,windy,Minor,6,4
1318,02/04/2022,80.0,DRY,clear,Critical,2,3
1319,06/23/2024,25.0,dry,Clear,MINOR,5,4
1320,2023-07-16,20.0,icy,Snow,critical,3,3
1321,2024-09-11,82.0,DRY,storm,Minor,1,1
1322,12-01-2022,80.0,wet,clear,MINOR,2,4
1323,01/27/2024,26.0,Dry,Rain,Critical,1,2
1324,12-03-2021,32.0,WET,Rain,Serious,7,0
1325,2023-04-19,29.0,Icy,Storm,CRITICAL,1,3
1326,2024-06-05,42.0,dry,rain,minor,6,1
1327,05/09/2021,73.0,Icy,Storm,MINOR,7,5
1328,26/07/2023,37.0,wet,Clear,MINOR,8,5
1329,2022-11-24,61.0,WET,rain,SERIOUS,6,0
1330,2023-04-29,73.0,Icy,Fog,SERIOUS,3,3
1331,07-20-2024,55.0,ICY,snow,Serious,7,3
1332,07/12/2023,,Icy,cloudy,MINOR,8,3
1333,2023-10-19,148.0,ICY,cloudy,MINOR,5,0
1334,10/04/2021,46.0,Muddy,storm,MINOR,1,3
1335,04-13-2024,76.0,icy,cloudy,MINOR,2,3
1336,29/12/2021,63.0,wet,Windy,Serious,4,5
1337,2021-09-20,37.0,Dry,Rain,Minor,1,2
1338,09/08/2024,,Dry,sunny,Critical,8,2
1339,02-27-2023,,Wet,Cloudy,critical,1,4
1340,05-24-2022,23.0,WET,snow,MINOR,3,0
1341,17/07/2023,26.0,ICY,storm,minor,5,1
1342,05/18/2024,47.0,muddy,Fog,serious,4,2
1343,07/12/2024,38.0,ICY,cloudy,Critical,7,3
1344,08/02/2024,45.0,Icy,storm,Minor,7,3
1345,07-02-2024,176.0,Icy,sunny,Critical,7,22
1346,09-29-2021,,wet,Clear,Critical,8,0
1347,10-29-2023,146.0,WET,Sunny,Critical,6,4
1348,12-23-2022,69.0,dry,sunny,minor,6,5
1349,12-25-2024,,Wet,Snow,serious,2,0
1350,09/08/2022,33.0,Icy,sunny,CRITICAL,4,0
1351,27/01/2021,,DRY,rain,Minor,7,3
1352,2021-10-25,,Wet,windy,Serious,6,5
1353,2021-04-26,33.0,DRY,Clear,minor,8,0
1354,11/26/2021,,ICY,Sunny,SERIOUS,2,3
1355,08/05/2021,,icy,fog,MINOR,5,1
1356,2024-01-14,63.0,Dry,Fog,CRITICAL,2,2
1357,2023-07-16,42.0,WET,Sunny,minor,6,0
1358,10-15-2024,,Wet,rain,MINOR,3,5
1359,02-24-2024,,Dry,rain,SERIOUS,8,5
1360,11-26-2024,83.0,icy,Sunny,critical,3,4
1361,03-05-2023,,ICY,Rain,Minor,7,1
1362,2024-02-05,173.0,muddy,Sunny,Serious,3,4
1363,2022-05-30,63.0,Dry,Sunny,SERIOUS,7,3
1364,06-27-2023,26.0,Wet,Storm,SERIOUS,7,2
1365,08-19-2024,56.0,Wet,snow,Serious,6,3
1366,02/07/2022,,Muddy,clear,critical,3,1
1367,30/12/2021,67.0,icy,Storm,Critical,7,5
1368,22/12/2021,155.0,Dry,Windy,serious,4,5
1369,03/25/2021,23.0,Muddy,snow,serious,5,3
1370,11/04/2024,,Icy,Cloudy,MINOR,2,0
1371,14/08/2023,,WET,Sunny,Serious,2,1
1372,11-11-2021,37.0,Wet,Sunny,serious,6,1
1373,07/04/2024,,muddy,Snow,serious,3,0
1374,18/03/2024,196.0,Wet,Cloudy,Minor,3,1
1375,20/12/2024,55.0,icy,cloudy,Critical,7,0
1376,01/12/2022,38.0,Icy,Cloudy,minor,8,4
1377,18/01/2024,84.0,DRY,Storm,minor,1,18
1378,03/30/2022,41.0,Wet,Sunny,critical,7,4
1379,2022-08-25,38.0,Dry,Sunny,Serious,5,2
1380,06-20-2024,,icy,Snow,SERIOUS,4,5
1381,2024-08-22,,dry,Storm,serious,2,4
1382,01/10/2024,51.0,WET,Clear,MINOR,7,3
1383,08-08-2024,123.0,Dry,snow,critical,1,1
1384,29/10/2024,22.0,Muddy,Clear,MINOR,1,5
1385,08/21/2021,70.0,Icy,windy,serious,7,4
1386,25/11/2023,,dry,rain,Critical,6,0
1387,08/11/2023,85.0,Dry,Windy,MINOR,2,2
1388,2024-08-27,,Dry,Windy,Minor,6,0
1389,2023-11-19,,WET,Rain,Serious,4,5
1390,2021-07-16,71.0,Wet,Storm,CRITICAL,1,11
1391,01/07/2024,78.0,DRY,Sunny,MINOR,1,5
1392,07/13/2024,74.0,Muddy,Fog,minor,5,2
1393,2021-08-01,,icy,clear,SERIOUS,4,3
1394,12/10/2024,57.0,muddy,Snow,Critical,1,4
1395,28/05/2021,50.0,Dry,storm,MINOR,4,3
1396,30/07/2023,,Dry,windy,minor,2,4
1397,2021-05-31,30.0,WET,cloudy,Serious,3,2
1398,05/31/2022,43.0,wet,Storm,critical,1,5
1399,06/14/2022,,muddy,snow,MINOR,5,5
1400,2022-10-10,36.0,Wet,Rain,critical,2,4
1401,2024-10-10,,ICY,Rain,critical,7,5
1402,01-13-2021,,Muddy,Sunny,Critical,4,0
1403,2024-04-14,,wet,cloudy,Critical,7,4
1404,05/29/2021,31.0,ICY,snow,SERIOUS,6,4
1405,05/11/2024,,icy,snow,SERIOUS,2,4
1406,06/16/2023,56.0,wet,storm,MINOR,7,1
1407,17/11/2021,84.0,dry,Cloudy,serious,8,1
1408,03/12/2023,52.0,muddy,Cloudy,Serious,8,1
1409,2024-07-22,72.0,Icy,snow,serious,1,5
1410,10-19-2024,22.0,Muddy,Windy,Minor,4,2
1411,08/19/2024,24.0,ICY,Snow,Minor,3,3
1412,2024-02-11,19.0,WET,Cloudy,minor,2,0
1413,2021-03-27,,DRY,Snow,CRITICAL,1,5
1414,05/06/2024,,Muddy,Fog,critical,5,1
1415,03/07/2022,59.0,ICY,Snow,Minor,6,4
1416,04/26/2023,,Muddy,fog,Critical,4,3
1417,2022-01-12,42.0,dry,cloudy,critical,2,2
1418,2022-06-02,69.0,DRY,Fog,critical,8,2
1419,01/07/2022,51.0,icy,Clear,Serious,2,2
1420,01/30/2024,53.0,Icy,clear,minor,3,2
1421,18/05/2021,61.0,Muddy,Clear,serious,8,1
1422,04/04/2024,50.0,wet,Sunny,serious,3,2
1423,20/09/2021,76.0,wet,rain,serious,5,0
1424,08/07/2022,61.0,WET,cloudy,CRITICAL,6,0
1425,07-12-2023,64.0,Wet,Sunny,MINOR,5,5
1426,09/11/2021,189.0,DRY,Snow,SERIOUS,1,5
1427,10/10/2022,,Wet,fog,Critical,1,1
1428,2022-10-04,,Muddy,rain,Critical,5,3
1429,03/30/2022,55.0,ICY,Fog,CRITICAL,6,0
1430,2023-01-07,,Icy,snow,CRITICAL,5,1
1431,11/11/2022,28.0,WET,cloudy,minor,6,4
1432,18/09/2022,41.0,dry,storm,Minor,6,5
1433,08-15-2024,83.0,wet,storm,serious,7,5
1434,14/10/2021,,ICY,Sunny,SERIOUS,8,3
1435,2024-07-07,20.0,Wet,Windy,minor,4,5
1436,06/04/2021,,dry,Fog,minor,6,2
1437,04/06/2024,37.0,Wet,Storm,Serious,3,4
1438,03-17-2021,24.0,Dry,cloudy,serious,6,2
1439,25/08/2023,47.0,wet,clear,critical,6,0
1440,2023-03-15,39.0,icy,cloudy,serious,6,5
1441,22/04/2024,39.0,Dry,Storm,MINOR,7,0
1442,10/08/2023,46.0,Icy,storm,Serious,8,2
1443,01-16-2023,37.0,icy,Windy,critical,7,1
1444,06/11/2024,72.0,ICY,Clear,SERIOUS,1,2
1445,2021-11-23,69.0,muddy,Rain,serious,7,0
1446,03-04-2024,71.0,Muddy,Cloudy,minor,3,0
1447,18/09/2023,35.0,DRY,Rain,Critical,3,1
1448,2023-09-26,27.0,dry,Clear,critical,7,3
1449,26/06/2022,57.0,muddy,cloudy,Serious,8,10
1450,02/28/2022,,Icy,Sunny,Serious,5,3
1451,21/07/2023,26.0,Wet,Clear,serious,4,3
1452,08/21/2024,,WET,Snow,SERIOUS,8,0
1453,15/07/2022,38.0,wet,Clear,CRITICAL,7,0
1454,20/01/2024,49.0,dry,Clear,CRITICAL,6,5
1455,02-15-2023,71.0,icy,snow,SERIOUS,2,3
1456,11/25/2023,62.0,WET,Windy,critical,4,4
1457,04/12/2023,,wet,clear,minor,4,3
1458,15/09/2023,69.0,ICY,Sunny,Serious,3,5
1459,12/10/2021,,dry,Clear,Critical,4,0
1460,20/11/2023,37.0,icy,Storm,Minor,7,5
1461,2022-01-18,,Icy,Clear,serious,6,0
1462,17/05/2024,,DRY,Rain,Minor,6,1
1463,17/04/2022,33.0,ICY,fog,critical,1,3
1464,08/21/2021,78.0,Dry,Snow,serious,6,2
1465,27/11/2021,,DRY,windy,minor,8,4
1466,2022-05-15,76.0,wet,cloudy,SERIOUS,6,0
1467,20/03/2024,,ICY,Fog,SERIOUS,3,0
1468,2023-11-16,61.0,DRY,Clear,MINOR,6,4
1469,2024-03-18,23.0,Dry,Windy,MINOR,1,1
1470,07/12/2021,32.0,DRY,snow,Serious,2,5
1471,04/11/2023,39.0,WET,fog,CRITICAL,7,2
1472,09/17/2024,80.0,dry,rain,minor,3,3
1473,05/27/2024,31.0,Muddy,storm,Minor,8,3
1474,04-22-2023,,ICY,clear,CRITICAL,2,0
1475,01/08/2022,64.0,dry,sunny,critical,3,0
1476,11/05/2024,,wet,snow,CRITICAL,5,2
1477,16/04/2022,73.0,wet,fog,Minor,4,5
1478,2021-02-03,53.0,ICY,Windy,Minor,5,4
1479,10/30/2023,50.0,ICY,Sunny,Serious,6,3
1480,12/30/2021,50.0,dry,Sunny,CRITICAL,2,2
1481,25/12/2023,30.0,ICY,clear,SERIOUS,6,4
1482,09/15/2023,81.0,wet,Snow,minor,4,4
1483,01/03/2021,,Icy,sunny,Serious,3,3
1484,12-06-2023,80.0,icy,Cloudy,serious,4,1
1485,2023-05-29,66.0,dry,Clear,minor,1,2
1486,15/09/2023,66.0,DRY,Fog,Serious,4,0
1487,04-21-2024,,muddy,Cloudy,critical,1,4
1488,2024-03-25,,wet,Cloudy,Serious,4,0
1489,10-02-2021,30.0,DRY,storm,Serious,7,0
1490,06/21/2021,48.0,Icy,Snow,serious,1,2
1491,2022-01-23,71.0,ICY,sunny,minor,2,0
1492,15/01/2021,23.0,Dry,Fog,MINOR,6,4
1493,15/01/2021,76.0,icy,fog,SERIOUS,8,3
1494,09/10/2022,69.0,icy,Sunny,CRITICAL,6,0
1495,23/05/2023,73.0,Dry,clear,MINOR,5,1
1496,03/01/2024,192.0,WET,Storm,Critical,6,2
1497,19/07/2022,,WET,Cloudy,Serious,3,0
1498,02/22/2022,55.0,wet,Rain,Minor,7,5
1499,01-29-2023,76.0,Dry,Rain,SERIOUS,4,5
1500,03-29-2024,62.0,DRY,Windy,CRITICAL,5,2
1501,2024-09-12,53.0,icy,sunny,Serious,3,3
1502,04/16/2022,178.0,WET,snow,CRITICAL,3,1
1503,03-16-2022,38.0,Muddy,Rain,SERIOUS,1,3
1504,06/11/2024,,icy,cloudy,Serious,6,0
1505,2024-07-26,59.0,icy,storm,Minor,2,4
1506,07/06/2021,40.0,Wet,storm,MINOR,8,2
1507,2021-06-30,60.0,icy,Sunny,CRITICAL,2,1
1508,03-31-2022,47.0,DRY,Rain,critical,5,4
1509,04-01-2023,29.0,Icy,Snow,MINOR,7,2
1510,2024-05-08,81.0,dry,Clear,serious,2,4
1511,25/12/2021,43.0,Muddy,snow,Critical,4,1
1512,02/18/2022,62.0,Icy,Clear,critical,2,4
1513,2022-02-03,64.0,Dry,Windy,SERIOUS,5,0
1514,05/12/2024,59.0,Muddy,Snow,Minor,8,3
1515,2024-10-12,,Dry,Sunny,MINOR,2,2
1516,05/05/2022,,ICY,Snow,CRITICAL,4,3
1517,20/07/2022,55.0,icy,sunny,Minor,1,2
1518,21/03/2023,68.0,icy,rain,Critical,7,1
1519,01/02/2021,29.0,Wet,Clear,MINOR,5,5
1520,07/04/2021,,Dry,storm,minor,1,0
1521,04/08/2024,69.0,WET,Snow,minor,1,5
1522,05/26/2024,61.0,muddy,fog,Serious,1,0
1523,10/01/2021,67.0,wet,Snow,critical,3,0
1524,08/07/2021,,Dry,Clear,serious,7,4
1525,08-28-2021,55.0,muddy,Sunny,Critical,8,0
1526,23/03/2024,59.0,Muddy,cloudy,minor,6,2
1527,02-12-2023,23.0,Wet,fog,Minor,7,5
1528,07-29-2023,,dry,Sunny,MINOR,3,3
1529,2023-09-15,,Wet,windy,Minor,6,0
1530,05/19/2021,148.0,Wet,storm,Minor,7,2
1531,2024-12-07,49.0,Wet,storm,Critical,1,4
1532,09/10/2022,45.0,WET,Fog,minor,5,3
1533,2024-01-03,,ICY,snow,Minor,6,0
1534,2022-06-24,79.0,DRY,cloudy,Critical,4,5
1535,07/10/2021,42.0,Wet,clear,CRITICAL,4,11
1536,02/10/2024,69.0,Muddy,Storm,MINOR,2,4
1537,03-20-2024,67.0,muddy,Rain,critical,6,0
1538,25/01/2022,64.0,Dry,clear,critical,5,2
1539,11/05/2022,65.0,Icy,sunny,Minor,8,2
1540,02/20/2022,48.0,icy,Clear,critical,3,5
1541,2021-08-07,35.0,wet,Windy,Critical,1,2
1542,06/10/2021,49.0,WET,storm,Critical,2,3
1543,01/14/2024,30.0,muddy,snow,serious,4,1
1544,10-08-2022,82.0,DRY,clear,Serious,3,5
1545,07-17-2022,31.0,Dry,Storm,Serious,3,2
1546,07/28/2022,62.0,muddy,Sunny,serious,1,3
1547,12/13/2023,46.0,Icy,Cloudy,Critical,8,2
1548,10-27-2023,24.0,Icy,Snow,Minor,8,4
1549,07/26/2023,73.0,muddy,Fog,MINOR,6,3
1550,2024-11-12,,Dry,snow,MINOR,4,5
